Date,Well_ID,DTW_ft,LSE_ft,WL_elev_ft,P_ft,Temp_mean_F
1989-07-01,CWF-1A,9.32,3778.4,3769.08,1.3221530447e-05,82.99393132
1989-08-01,CWF-1A,9.3,3778.4,3769.1,1.3095864283000004e-05,76.5010061
1989-09-01,CWF-1A,10.65,3778.4,3767.75,2.1488830711e-05,78.48208128
1989-10-01,CWF-1A,11.27,3778.4,3767.13,0.0,50.00040105
1989-11-01,CWF-1A,11.66,3778.4,3766.74,0.0,52.03251527
1989-12-01,CWF-1A,11.84,3778.4,3766.56,0.0,44.49875865
1990-01-01,CWF-1A,11.78,3778.4,3766.62,1.7093848291000002e-05,39.51729018
1990-02-01,CWF-1A,11.79,3778.4,3766.61,0.0,42.02221551
1990-03-01,CWF-1A,9.9,3778.4,3768.5,0.0,55.52447789
1990-04-01,CWF-1A,10.36,3778.4,3768.04,0.0,62.55330037
1990-05-01,CWF-1A,10.08,3778.4,3768.32,0.0,78.93742171
1990-06-01,CWF-1A,9.12,3778.4,3769.28,0.0,86.01066238
1990-07-01,CWF-1A,9.35,3778.4,3769.05,6.502440656800003e-05,81.97459688
1990-08-01,CWF-1A,9.58,3778.4,3768.82,0.0,80.98987485
1990-09-01,CWF-1A,10.23,3778.4,3768.17,0.0005078453852769999,71.33198532
1990-10-01,CWF-1A,10.92,3778.4,3767.48,0.0,66.46233988
1990-11-01,CWF-1A,11.54,3778.4,3766.86,0.0,58.98227833
1990-12-01,CWF-1A,11.78,3778.4,3766.62,0.0,28.98457172
1991-01-01,CWF-1A,11.82,3778.4,3766.58,2.3602655589e-05,39.95140628
1991-02-01,CWF-1A,11.754999999999999,3778.4,3766.645,0.0,52.692703910000006
1991-03-01,CWF-1A,9.84,3778.4,3768.56,0.0,53.51824952
1991-04-01,CWF-1A,10.67,3778.4,3767.73,0.0,64.95944897
1991-05-01,CWF-1A,10.12,3778.4,3768.28,3.1746956345e-05,81.95418158
1991-06-01,CWF-1A,9.65,3778.4,3768.75,0.0,92.4112173
1991-07-01,CWF-1A,9.73,3778.4,3768.67,0.003257278470834,84.94722055
1991-08-01,CWF-1A,8.65,3778.4,3769.75,6.549973799999998e-06,75.98428359999998
1991-09-01,CWF-1A,9.62,3778.4,3768.78,1.3166614000000002e-06,54.99586878
1991-10-01,CWF-1A,10.77,3778.4,3767.63,0.0,68.97913771
1991-11-01,CWF-1A,11.51,3778.4,3766.89,0.0,47.94128194
1991-12-01,CWF-1A,11.62,3778.4,3766.78,0.0,45.00575094
1992-01-01,CWF-1A,11.129999999999999,3778.4,3767.27,0.0,35.51025277
1992-02-01,CWF-1A,11.45,3778.4,3766.95,0.0,46.46162086
1992-03-01,CWF-1A,9.9,3778.4,3768.5,0.0,53.46808772
1992-04-01,CWF-1A,9.7,3778.4,3768.7,0.0,60.43556838
1992-05-01,CWF-1A,9.66,3778.4,3768.74,6.349399602300001e-05,71.00687854
1992-06-01,CWF-1A,9.21,3778.4,3769.19,2.6416561e-06,79.97990939
1992-07-01,CWF-1A,9.65,3778.4,3768.75,0.0,80.4905189
1992-08-01,CWF-1A,9.46,3778.4,3768.94,0.0,76.98342307
1992-09-01,CWF-1A,10.01,3778.4,3768.39,0.038022455576236014,76.9789866
1992-10-01,CWF-1A,10.12,3778.4,3768.28,0.0,69.45124659
1992-11-01,CWF-1A,10.83,3778.4,3767.57,0.0,54.99248598
1992-12-01,CWF-1A,11.11,3778.4,3767.29,0.0,35.48841542
1993-01-01,CWF-1A,10.879999999999999,3778.4,3767.5200000000004,1.3095864283000004e-05,45.22303167
1993-02-01,CWF-1A,10.22,3778.4,3768.18,0.014676390294204002,58.4758321
1993-03-01,CWF-1A,9.5,3778.4,3768.9,0.0,59.50530394
1993-04-01,CWF-1A,9.23,3778.4,3769.17,0.0,71.48893543
1993-05-01,CWF-1A,9.67,3778.4,3768.73,0.0,74.97113933
1993-06-01,CWF-1A,9.33,3778.4,3769.07,0.00016116618866600005,83.97247929
1993-07-01,CWF-1A,8.83,3778.4,3769.57,0.00899790150825,79.01684318
1993-08-01,CWF-1A,8.97,3778.4,3769.43,0.13452107608021002,76.5049862
1993-09-01,CWF-1A,10.32,3778.4,3768.08,0.0,80.45378135
1993-10-01,CWF-1A,10.96,3778.4,3767.44,0.033147902574526,59.01644131
1993-11-01,CWF-1A,11.34,3778.4,3767.06,0.0,53.97832785
1993-12-01,CWF-1A,11.62,3778.4,3766.78,0.018423169223695,36.00064324
1994-01-01,CWF-1A,11.49,3778.4,3766.91,0.0,41.97412108
1994-03-01,CWF-1A,10.58,3778.4,3767.82,0.0,56.94373257
1994-04-01,CWF-1A,10.53,3778.4,3767.87,0.0,65.98243639
1994-05-01,CWF-1A,10.06,3778.4,3768.34,0.00030954101183100003,72.97985733
1994-06-01,CWF-1A,8.62,3778.4,3769.78,0.0,86.94144693
1994-07-01,CWF-1A,9.82,3778.4,3768.58,1.9643838091000006e-05,83.49188012
1994-09-01,CWF-1A,9.8,3778.4,3768.6,0.0,76.48562213
1994-10-01,CWF-1A,10.86,3778.4,3767.54,0.0,68.52673145
1994-11-01,CWF-1A,11.41,3778.4,3766.99,0.0,52.95932747
1994-12-01,CWF-1A,11.68,3778.4,3766.72,0.0,49.50257988
1995-02-01,CWF-1A,11.63,3778.4,3766.77,0.0,52.04544376
1995-03-01,CWF-1A,10.31,3778.4,3768.09,0.0,56.3283476
1995-04-01,CWF-1A,10.93,3778.4,3767.47,0.0,60.53324420000001
1995-05-01,CWF-1A,9.47,3778.4,3768.93,0.0,70.96057739
1995-06-01,CWF-1A,8.93,3778.4,3769.47,0.0,83.48339818
1995-07-01,CWF-1A,9.27,3778.4,3769.13,0.0,84.47291098
1995-08-01,CWF-1A,9.16,3778.4,3769.24,0.0,81.49088177
1995-09-01,CWF-1A,9.8,3778.4,3768.6,0.0,72.51077532
1995-10-01,CWF-1A,10.52,3778.4,3767.88,0.0,62.5318818
1995-11-01,CWF-1A,11.5,3778.4,3766.9,0.0,55.99601477
1995-12-01,CWF-1A,11.69,3778.4,3766.71,0.0,53.00321256
1996-01-01,CWF-1A,12.1,3778.4,3766.3,0.0,46.01115254
1996-02-01,CWF-1A,11.73,3778.4,3766.67,0.0,56.48962013
1996-03-01,CWF-1A,10.21,3778.4,3768.19,0.0,61.483642
1996-04-01,CWF-1A,10.68,3778.4,3767.72,0.0,64.48365753
1996-05-01,CWF-1A,10.77,3778.4,3767.63,0.0,86.41374512
1996-06-01,CWF-1A,10.06,3778.4,3768.34,0.0,85.97568708
1996-07-01,CWF-1A,10.28,3778.4,3768.12,0.0,83.97009557
1996-08-01,CWF-1A,10.47,3778.4,3767.93,0.0,81.49963713
1996-09-01,CWF-1A,10.44,3778.4,3767.96,0.0,70.98014463
1996-10-01,CWF-1A,10.92,3778.4,3767.48,0.0,70.98786265
1996-11-01,CWF-1A,11.87,3778.4,3766.53,0.0,54.52515931
1996-12-01,CWF-1A,12.33,3778.4,3766.07,0.0,23.55019875
1997-01-01,CWF-1A,12.5,3778.4,3765.9,0.0,49.93504664
1997-02-01,CWF-1A,11.72,3778.4,3766.68,0.0,44.91310963
1997-04-01,CWF-1A,10.77,3778.4,3767.63,0.0,62.50793998
1997-05-01,CWF-1A,10.49,3778.4,3767.91,0.0,75.98955017
1997-06-01,CWF-1A,9.49,3778.4,3768.91,0.0,78.98364037
1997-07-01,CWF-1A,9.61,3778.4,3768.79,0.0,82.49400692
1997-08-01,CWF-1A,9.74,3778.4,3768.66,0.0041018794257500005,77.01634247
1997-09-01,CWF-1A,10.13,3778.4,3768.27,0.013906929122061,78.50478837
1997-10-01,CWF-1A,10.88,3778.4,3767.52,0.004076775109501001,75.50197738
1997-11-01,CWF-1A,11.82,3778.4,3766.58,0.009230358578418,51.49676163
1997-12-01,CWF-1A,12.09,3778.4,3766.31,0.0,40.50518994
1998-01-01,CWF-1A,11.646875000000001,3778.4,3766.753125,0.0,47.979371461875004
1998-02-01,CWF-1A,11.5375,3778.4,3766.8625,1.3112530883e-05,43.859630977500004
1998-03-01,CWF-1A,10.73,3778.4,3767.67,0.0,57.22247452
1998-04-01,CWF-1A,10.98,3778.4,3767.42,0.0,58.50676574
1998-05-01,CWF-1A,11.23,3778.4,3767.17,0.0,68.99959843
1998-07-01,CWF-1A,9.91,3778.4,3768.49,0.0,84.49162798
1998-08-01,CWF-1A,9.86,3778.4,3768.54,0.0,83.98205125
1998-10-01,CWF-1A,11.1,3778.4,3767.3,0.0,65.00077267
1998-11-01,CWF-1A,11.78,3778.4,3766.62,0.0,53.98084654
1998-12-01,CWF-1A,12.1,3778.4,3766.3,0.0,47.96190735
1999-01-01,CWF-1A,12.34,3778.4,3766.06,0.0,54.44283328
1999-03-01,CWF-1A,11.02,3778.4,3767.38,0.0,61.496912255
1999-05-01,CWF-1A,10.47,3778.4,3767.93,0.0,64.4816351
1999-06-01,CWF-1A,9.85,3778.4,3768.55,0.0,72.5106087
1999-07-01,CWF-1A,9.57,3778.4,3768.83,6.683306600000001e-07,83.47845711
1999-08-01,CWF-1A,9.04,3778.4,3769.36,0.055772268576700014,75.98818814
1999-09-01,CWF-1A,9.94,3778.4,3768.46,2.7921471647e-05,77.98846769
1999-10-01,CWF-1A,11.09,3778.4,3767.31,0.0,65.99525517
1999-11-01,CWF-1A,11.68,3778.4,3766.72,0.0,57.49188012
1999-12-01,CWF-1A,11.91,3778.4,3766.49,0.0,37.49076027
2000-01-01,CWF-1A,12.0,3778.4,3766.4,0.0,55.5038586
2000-02-01,CWF-1A,11.74,3778.4,3766.66,0.0,50.46000889
2000-03-01,CWF-1A,10.38,3778.4,3768.02,0.0,53.52508559
2000-04-01,CWF-1A,10.89,3778.4,3767.51,0.0,68.50197738
2000-05-01,CWF-1A,10.84,3778.4,3767.56,0.0,84.95934461
2000-06-01,CWF-1A,9.99,3778.4,3768.41,0.00013958394166199998,78.99082484
2000-07-01,CWF-1A,9.98,3778.4,3768.42,3.3499866e-06,87.47924026
2000-08-01,CWF-1A,10.0,3778.4,3768.4,0.000183553265784,77.96929243
2000-10-01,CWF-1A,11.185,3778.4,3767.215,6.641640099999999e-06,68.235634905
2000-11-01,CWF-1A,11.8,3778.4,3766.6,0.0,45.50117424
2000-12-01,CWF-1A,12.05,3778.4,3766.35,0.0,35.00358366
2001-01-01,CWF-1A,12.28,3778.4,3766.12,0.0,40.9900217
2001-02-01,CWF-1A,11.75,3778.4,3766.65,0.0,54.99759058
2001-03-01,CWF-1A,10.41,3778.4,3767.99,0.0,53.49323426
2001-04-01,CWF-1A,10.52,3778.4,3767.88,0.0,56.96768615
2001-05-01,CWF-1A,10.35,3778.4,3768.05,0.0,73.95733676
2001-06-01,CWF-1A,9.95,3778.4,3768.45,0.0,81.97924026
2001-07-01,CWF-1A,9.94,3778.4,3768.46,3.321011715900001e-05,83.00837202
2001-08-01,CWF-1A,9.8,3778.4,3768.6,0.040880508393979,77.5
2001-09-01,CWF-1A,10.52,3778.4,3767.88,0.0,78.97049714
2001-10-01,CWF-1A,11.015,3778.4,3767.385,0.0,66.99401736
2001-11-01,CWF-1A,11.65,3778.4,3766.75,0.0,50.46929243
2001-12-01,CWF-1A,12.04,3778.4,3766.36,0.0,36.50559151
2002-01-01,CWF-1A,12.19,3778.4,3766.21,0.0,54.49042327
2002-02-01,CWF-1A,12.54,3778.4,3765.86,0.0,50.50874312
2002-03-01,CWF-1A,10.38,3778.4,3768.02,0.0,57.95693519
2002-04-01,CWF-1A,10.9,3778.4,3767.5,0.0,66.96809257
2002-05-01,CWF-1A,10.49,3778.4,3767.91,5.9778177553000015e-05,72.5043868
2002-06-01,CWF-1A,10.22,3778.4,3768.18,0.0,84.50518994
2002-07-01,CWF-1A,9.62,3778.4,3768.78,0.0,95.37278294
2002-08-01,CWF-1A,9.93,3778.4,3768.47,0.0,78.02910129
2002-09-01,CWF-1A,10.89,3778.4,3767.51,0.0,72.98643804
2002-10-01,CWF-1A,10.94,3778.4,3767.46,0.0,70.45422969
2002-11-01,CWF-1A,11.54,3778.4,3766.86,0.0,49.02910129
2002-12-01,CWF-1A,11.77,3778.4,3766.63,0.0,49.46929243
2003-01-01,CWF-1A,12.12,3778.4,3766.28,0.0,49.40845938
2003-02-01,CWF-1A,12.12,3778.4,3766.28,0.0,54.04577031
2003-03-01,CWF-1A,12.28,3778.4,3766.12,1.3284030197e-05,52.9856349
2003-04-01,CWF-1A,11.94,3778.4,3766.46,0.0,58.68308125
2003-05-01,CWF-1A,11.725,3778.4,3766.675,0.0,81.211121195
2003-06-01,CWF-1A,11.2,3778.4,3767.2,0.0,78.90845938
2003-07-01,CWF-1A,10.98,3778.4,3767.42,0.0,87.54577031
2003-08-01,CWF-1A,10.0,3778.4,3768.4,0.0,82.77114844
2003-09-01,CWF-1A,11.059999999999999,3778.4,3767.34,0.0,79.48185046
2003-10-01,CWF-1A,12.32,3778.4,3766.08,0.0,75.9597157
2003-11-01,CWF-1A,13.08,3778.4,3765.32,0.0,50.98603647
2003-12-01,CWF-1A,13.67,3778.4,3764.73,0.0,48.48724118
2004-01-01,CWF-1A,14.51,3778.4,3763.89,0.0,49.96808772
2004-02-01,CWF-1A,16.245,3778.4,3762.1549999999997,0.0,52.982839155
2004-03-01,CWF-1A,17.02,3778.4,3761.38,0.0,60.99400692
2004-04-01,CWF-1A,11.54,3778.4,3766.86,0.0022711393320730003,52.27114844
2004-05-01,CWF-1A,16.46,3778.4,3761.94,0.0,75.98205125
2004-06-01,CWF-1A,11.13,3778.4,3767.27,0.0,80.95422969
2004-07-01,CWF-1A,10.25,3778.4,3768.15,5.3583118999999996e-06,89.00197738
2004-09-01,CWF-1A,10.43,3778.4,3767.97,0.0,72.99959843
2004-10-01,CWF-1A,11.66,3778.4,3766.74,0.0,69.98322548
2004-11-01,CWF-1A,12.99,3778.4,3765.41,0.0,52.45891256
2004-12-01,CWF-1A,13.41,3778.4,3764.99,0.0,51.45573048
2005-01-01,CWF-1A,13.38,3778.4,3765.02,0.0,40.99601477
2005-02-01,CWF-1A,13.68,3778.4,3764.72,1.3416613000000002e-06,53.00636417
2005-03-01,CWF-1A,11.28,3778.4,3767.12,0.0,56.44896474
2005-04-01,CWF-1A,10.77,3778.4,3767.63,0.0,65.99199908
2005-05-01,CWF-1A,10.2,3778.4,3768.2,0.0,77.96527673
2005-06-01,CWF-1A,9.63,3778.4,3768.77,0.0,87.47448237
2005-07-01,CWF-1A,9.67,3778.4,3768.73,0.0,78.07176453
2005-08-01,CWF-1A,9.9,3778.4,3768.5,1.9926086962e-05,82.47327766
2005-09-01,CWF-1A,9.43,3778.4,3768.97,0.0,72.90845938
2005-10-01,CWF-1A,10.48,3778.4,3767.92,0.010598650355229002,74.36268906
2005-11-01,CWF-1A,11.6,3778.4,3766.8,0.0,60.13731094
2005-12-01,CWF-1A,12.21,3778.4,3766.19,0.0,47.50040157
2006-01-01,CWF-1A,12.61,3778.4,3765.79,0.0,51.47445189
2006-02-01,CWF-1A,12.75,3778.4,3765.6499999999996,0.0,54.521918735
2006-03-01,CWF-1A,11.55,3778.4,3766.85,0.0,45.40845938
2006-04-01,CWF-1A,10.86,3778.4,3767.54,0.0,58.07296924
2006-05-01,CWF-1A,11.25,3778.4,3767.15,0.0,81.46929243
2006-07-01,CWF-1A,10.5,3778.4,3767.9,0.0,87.00917516
2006-08-01,CWF-1A,9.52,3778.4,3768.88,0.016523720488187,78.97247452
2006-09-01,CWF-1A,10.83,3778.4,3767.57,0.0,76.49320379
2006-10-01,CWF-1A,11.28,3778.4,3767.12,0.0026972933774499996,52.00515946
2006-11-01,CWF-1A,12.04,3778.4,3766.36,0.000112768965589,53.46092041
2006-12-01,CWF-1A,12.28,3778.4,3766.12,0.0,45.54905789
2007-02-01,CWF-1A,12.605,3778.4,3765.795,0.0,48.5050619025
2007-03-01,CWF-1A,10.45,3778.4,3767.95,0.0,48.50040157
2007-04-01,CWF-1A,11.04,3778.4,3767.36,0.0,58.49224216
2007-06-01,CWF-1A,9.87,3778.4,3768.53,0.008249560501625999,86.43021285
2007-09-01,CWF-1A,9.99,3778.4,3768.41,3.5988772711e-05,76.44596533
2007-10-01,CWF-1A,11.06,3778.4,3767.34,0.0,60.43329010000001
2007-11-01,CWF-1A,12.0,3778.4,3766.4,0.0,61.4597157
2008-01-01,CWF-1A,12.83,3778.4,3765.57,0.0,31.99759058
2008-02-01,CWF-1A,12.795,3778.4,3765.605,0.0,52.962079195
2008-03-01,CWF-1A,11.38,3778.4,3767.02,0.0,55.48091018
2008-04-01,CWF-1A,10.59,3778.4,3767.81,0.0,66.44839328
2008-05-01,CWF-1A,10.52,3778.4,3767.88,0.0,73.95174525
2008-06-01,CWF-1A,10.07,3778.4,3768.33,0.0,79.50599308
2008-07-01,CWF-1A,9.8,3778.4,3768.6,0.022302505039623003,82.02511606
2008-08-01,CWF-1A,10.31,3778.4,3768.09,1.3416613000000002e-06,81.99122641
2008-09-01,CWF-1A,10.46,3778.4,3767.94,8.031367874400001e-05,73.97723241
2008-10-01,CWF-1A,10.67,3778.4,3767.73,0.0,63.97766445
2008-11-01,CWF-1A,11.73,3778.4,3766.67,0.0,50.98443019
2008-12-01,CWF-1A,12.03,3778.4,3766.37,5.313612078800001e-05,36.48523333
2009-01-01,CWF-1A,12.29,3778.4,3766.11,0.0,54.47846759
2009-02-01,CWF-1A,12.53,3778.4,3765.87,0.0,46.0043868
2009-03-01,CWF-1A,10.61,3778.4,3767.79,0.0,63.96329936
2009-04-01,CWF-1A,10.53,3778.4,3767.87,0.0,67.42344711
2009-05-01,CWF-1A,10.27,3778.4,3768.13,0.0,78.47207295
2009-06-01,CWF-1A,9.8,3778.4,3768.6,0.0,84.43858487
2009-07-01,CWF-1A,9.52,3778.4,3768.88,0.0,90.45613205
2009-09-01,CWF-1A,9.98,3778.4,3768.42,0.01404231799717,79.97680037
2009-10-01,CWF-1A,10.82,3778.4,3767.58,6.641640099999999e-06,72.44856317
2009-11-01,CWF-1A,12.66,3778.4,3765.74,0.0,46.48044497
2010-02-01,CWF-1A,13.08,3778.4,3765.32,0.0,46.51232677
2010-03-01,CWF-1A,11.18,3778.4,3767.22,0.0,52.95254839
2010-04-01,CWF-1A,10.32,3778.4,3768.08,0.0,65.50117424
2010-05-01,CWF-1A,10.64,3778.4,3767.76,0.0,78.82372505
2010-06-01,CWF-1A,10.47,3778.4,3767.93,0.0,80.97167138
2010-07-01,CWF-1A,9.7,3778.4,3768.7,0.0,85.50358366
2010-08-01,CWF-1A,9.62,3778.4,3768.78,0.003737893881698,85.47645974
2010-09-01,CWF-1A,10.24,3778.4,3768.16,0.0,81.46249622
2010-10-01,CWF-1A,11.52,3778.4,3766.88,0.0,68.48962013
2010-11-01,CWF-1A,12.91,3778.4,3765.49,0.0,48.5103494
2010-12-01,CWF-1A,13.27,3778.4,3765.13,0.0,48.00797045
2011-01-01,CWF-1A,13.98,3778.4,3764.42,0.0,45.50719778
2011-03-01,CWF-1A,11.59,3778.4,3766.81,0.0,57.95613205
2011-04-01,CWF-1A,10.91,3778.4,3767.49,0.0,62.51158458
2011-06-01,CWF-1A,10.62,3778.4,3767.78,0.00166666,83.49323426
2012-02-01,CWF-1A,22.82,3778.4,3755.58,0.0,48.45773833
2012-06-01,CWF-1A,12.72,3778.4,3765.68,0.0,88.49481006
2013-03-01,CWF-1A,25.98,3778.4,3752.42,0.0,53.0
2013-04-01,CWF-1A,27.83,3778.4,3750.57,0.0,66.0
2013-05-01,CWF-1A,29.12,3778.4,3749.2799999999997,0.0,71.5
2013-07-01,CWF-1A,10.4,3778.4,3768.0,0.0,86.5
2013-08-01,CWF-1A,15.25,3778.4,3763.15,0.0,84.0
2013-09-01,CWF-1A,21.92,3778.4,3756.48,0.03416653,71.0
2013-10-01,CWF-1A,26.2,3778.4,3752.2,0.0,54.0
2013-12-01,CWF-1A,28.12,3778.4,3750.28,0.0,56.0
2014-01-01,CWF-1A,30.13,3778.4,3748.27,0.0,40.0
2014-03-01,CWF-1A,31.38,3778.4,3747.02,0.0,53.36268906
2014-04-01,CWF-1A,32.12,3778.4,3746.28,0.0,65.27114844
2014-05-01,CWF-1A,33.42,3778.4,3744.98,0.0,74.36268906
2014-06-01,CWF-1A,17.92,3778.4,3760.48,0.0,83.77114844
2014-09-01,CWF-1A,16.49,3778.4,3761.91,0.0,78.81691875
2014-10-01,CWF-1A,23.45,3778.4,3754.95,0.0,62.36268906
2014-12-01,CWF-1A,26.17,3778.4,3752.23,0.0,52.90498594
1985-02-01,CWF-1B,19.14,3778.4,3759.26,0.0,48.492062364999995
1985-03-01,CWF-1B,19.9,3778.4,3758.5,0.0,44.5139915
1985-04-01,CWF-1B,17.94,3778.4,3760.46,0.0,71.8342334
1985-05-01,CWF-1B,20.02,3778.4,3758.38,0.0,73.95742901
1985-06-01,CWF-1B,20.56,3778.4,3757.84,0.0,75.01209098
1985-07-01,CWF-1B,21.28,3778.4,3757.12,0.0,85.43416816
1985-11-01,CWF-1B,18.685000000000002,3778.4,3759.715,0.0,50.50108641
1985-12-01,CWF-1B,18.19,3778.4,3760.21,0.0,38.01832671
1986-01-01,CWF-1B,16.37,3778.4,3762.03,0.0,49.38026799
1986-02-01,CWF-1B,18.08,3778.4,3760.32,0.0,63.88444602
1986-03-01,CWF-1B,18.28,3778.4,3760.12,0.0,45.00602355
1986-04-01,CWF-1B,19.73,3778.4,3758.67,0.0,67.01560265
1986-06-01,CWF-1B,17.62,3778.4,3760.78,0.004072917624931001,74.48343637
1986-07-01,CWF-1B,16.15,3778.4,3762.25,0.016292990161112,77.99223605
1986-08-01,CWF-1B,18.24,3778.4,3760.16,0.00012441091902100002,76.96555583
1986-09-01,CWF-1B,16.54,3778.4,3761.86,0.0,75.49558066
1986-10-01,CWF-1B,17.46,3778.4,3760.94,0.0,66.49542873
1986-11-01,CWF-1B,17.57,3778.4,3760.83,0.0,45.467020274999996
1987-01-01,CWF-1B,16.7,3778.4,3761.7,0.0,44.51800816
1987-12-01,CWF-1B,19.38,3778.4,3759.02,0.0,41.50716731
1988-12-01,CWF-1B,17.94,3778.4,3760.46,0.0,40.50634129
1989-01-01,CWF-1B,19.13,3778.4,3759.27,0.0,47.48906499
1989-02-01,CWF-1B,18.49,3778.4,3759.91,0.0,50.49083583
1989-03-01,CWF-1B,19.75,3778.4,3758.65,1.0720540451000004e-05,68.40288648
1989-04-01,CWF-1B,21.54,3778.4,3756.86,0.0,75.48903537
1989-05-01,CWF-1B,20.33,3778.4,3758.07,0.0,76.47998576
1989-06-01,CWF-1B,22.38,3778.4,3756.02,0.0,86.49220479
1989-07-01,CWF-1B,21.27,3778.4,3757.13,1.3221530447e-05,82.99393132
1989-08-01,CWF-1B,19.15,3778.4,3759.25,1.3095864283000004e-05,76.5010061
1989-09-01,CWF-1B,17.9,3778.4,3760.5,2.1488830711e-05,78.48208128
1989-10-01,CWF-1B,24.85,3778.4,3753.55,0.0,50.00040105
1989-11-01,CWF-1B,24.85,3778.4,3753.55,0.0,52.03251527
1989-12-01,CWF-1B,23.55,3778.4,3754.85,0.0,44.49875865
1990-01-01,CWF-1B,20.1,3778.4,3758.3,1.7093848291000002e-05,39.51729018
1990-02-01,CWF-1B,19.5,3778.4,3758.9,0.0,42.02221551
1990-03-01,CWF-1B,17.45,3778.4,3760.95,0.0,55.52447789
1990-04-01,CWF-1B,19.25,3778.4,3759.15,0.0,62.55330037
1990-05-01,CWF-1B,19.92,3778.4,3758.48,0.0,78.93742171
1990-06-01,CWF-1B,20.8,3778.4,3757.6,0.0,86.01066238
1990-07-01,CWF-1B,18.28,3778.4,3760.12,6.502440656800003e-05,81.97459688
1990-08-01,CWF-1B,19.42,3778.4,3758.98,0.0,80.98987485
1990-09-01,CWF-1B,16.67,3778.4,3761.73,0.0005078453852769999,71.33198532
1990-10-01,CWF-1B,24.77,3778.4,3753.63,0.0,66.46233988
1990-11-01,CWF-1B,28.56,3778.4,3749.84,0.0,58.98227833
1990-12-01,CWF-1B,26.0,3778.4,3752.4,0.0,28.98457172
1991-01-01,CWF-1B,23.15,3778.4,3755.25,2.3602655589e-05,39.95140628
1991-02-01,CWF-1B,18.465000000000003,3778.4,3759.935,0.0,52.692703910000006
1991-03-01,CWF-1B,16.09,3778.4,3762.31,0.0,53.51824952
1991-04-01,CWF-1B,20.88,3778.4,3757.52,0.0,64.95944897
1991-05-01,CWF-1B,22.71,3778.4,3755.69,3.1746956345e-05,81.95418158
1991-06-01,CWF-1B,23.36,3778.4,3755.04,0.0,92.4112173
1991-07-01,CWF-1B,21.77,3778.4,3756.63,0.003257278470834,84.94722055
1991-08-01,CWF-1B,20.2,3778.4,3758.2,6.549973799999998e-06,75.98428359999998
1991-09-01,CWF-1B,18.92,3778.4,3759.48,1.3166614000000002e-06,54.99586878
1991-10-01,CWF-1B,22.24,3778.4,3756.16,0.0,68.97913771
1991-11-01,CWF-1B,26.29,3778.4,3752.11,0.0,47.94128194
1991-12-01,CWF-1B,20.79,3778.4,3757.61,0.0,45.00575094
1992-01-01,CWF-1B,20.55,3778.4,3757.8500000000004,0.0,35.51025277
1992-02-01,CWF-1B,24.38,3778.4,3754.02,0.0,46.46162086
1992-03-01,CWF-1B,14.67,3778.4,3763.73,0.0,53.46808772
1992-04-01,CWF-1B,15.78,3778.4,3762.62,0.0,60.43556838
1992-05-01,CWF-1B,19.63,3778.4,3758.77,6.349399602300001e-05,71.00687854
1992-06-01,CWF-1B,19.77,3778.4,3758.63,2.6416561e-06,79.97990939
1992-07-01,CWF-1B,24.8,3778.4,3753.6,0.0,80.4905189
