Well_ID,Date,WL_elev_ft,P (in),Tmean (F)
CWF-1A,1997-04-09,3767.63,0.000000000,62.507939980
CWF-1A,1997-05-09,3767.91,0.000000000,75.989550170
CWF-1A,1997-06-11,3768.91,0.000000000,78.983640370
CWF-1A,1997-07-09,3768.79,0.000000000,82.494006920
CWF-1A,1997-08-07,3768.66,0.049222750,77.016342470
CWF-1A,1997-09-11,3768.27,0.166883817,78.504788370
CWF-1A,1997-10-03,3767.52,0.048921497,75.501977380
CWF-1A,1997-11-13,3766.58,0.110764746,51.496761630
CWF-1A,1997-12-16,3766.31,0.000000000,40.505189940
CWF-1A,1998-01-09,3766.33,0.000000000,43.467284580
CWF-1A,1998-01-16,3766.38,0.000000000,47.479641830
CWF-1A,1998-01-17,3766.37,0.000000000,50.463700930
CWF-1A,1998-01-20,3766.77,0.000000000,53.995984300
CWF-1A,1998-01-23,3766.94,0.000000000,44.976459740
CWF-1A,1998-02-02,3767.06,0.000000000,45.983627050
CWF-1A,1998-02-10,3766.79,0.000157351,44.494810060
CWF-1A,1998-02-17,3766.80,0.000000000,42.480043400
CWF-1A,1998-03-03,3767.44,0.000000000,50.954525770
CWF-1A,1998-03-23,3767.90,0.000000000,63.490423270
CWF-1A,1998-04-06,3767.42,0.000000000,58.506765740
CWF-1A,1998-05-05,3767.17,0.000000000,68.999598430
CWF-1A,1998-07-30,3768.49,0.000000000,84.491627980
CWF-1A,1998-08-27,3768.54,0.000000000,83.982051250
CWF-1A,1998-10-08,3767.30,0.000000000,65.000772670
CWF-1A,1998-11-23,3766.62,0.000000000,53.980846540
CWF-1A,1998-12-22,3766.30,0.000000000,47.961907350
CWF-1A,1999-01-21,3766.06,0.000000000,54.442833280
CWF-1A,1999-03-03,3767.00,0.000000000,57.021912690
CWF-1A,1999-03-31,3767.76,0.000000000,65.971911820
CWF-1A,1999-05-05,3767.93,0.000000000,64.481635100
CWF-1A,1999-06-14,3768.55,0.000000000,72.510608700
CWF-1A,1999-07-08,3768.83,0.000008021,83.478457110
CWF-1A,1999-08-04,3769.36,0.669269900,75.988188140
CWF-1A,1999-09-03,3768.46,0.000335059,77.988467690
CWF-1A,1999-10-15,3767.31,0.000000000,65.995255170
CWF-1A,1999-11-19,3766.72,0.000000000,57.491880120
CWF-1A,1999-12-16,3766.49,0.000000000,37.490760270
CWF-1A,2000-01-20,3766.40,0.000000000,55.503858600
CWF-1A,2000-02-23,3766.66,0.000000000,50.460008890
CWF-1A,2000-03-21,3768.02,0.000000000,53.525085590
CWF-1A,2000-04-19,3767.51,0.000000000,68.501977380
CWF-1A,2000-05-24,3767.56,0.000000000,84.959344610
CWF-1A,2000-06-21,3768.41,0.001675014,78.990824840
CWF-1A,2000-07-20,3768.42,0.000040157,87.479240260
CWF-1A,2000-08-18,3768.40,0.002202648,77.969292430
CWF-1A,2000-10-02,3767.27,0.000000000,76.483657530
CWF-1A,2000-10-25,3767.16,0.000079705,59.987612280
CWF-1A,2000-11-21,3766.60,0.000000000,45.501174240
CWF-1A,2000-12-19,3766.35,0.000000000,35.003583660
CWF-1A,2001-01-30,3766.12,0.000000000,40.990021700
CWF-1A,2001-02-22,3766.65,0.000000000,54.997590580
CWF-1A,2001-03-19,3767.99,0.000000000,53.493234260
CWF-1A,2001-04-23,3767.88,0.000000000,56.967686150
CWF-1A,2001-05-23,3768.05,0.000000000,73.957336760
CWF-1A,2001-06-18,3768.45,0.000000000,81.979240260
CWF-1A,2001-07-26,3768.46,0.000398523,83.008372020
CWF-1A,2001-08-30,3768.60,0.490568063,77.500000000
CWF-1A,2001-09-21,3767.88,0.000000000,78.970497140
CWF-1A,2001-10-03,3767.64,0.000000000,71.476069430
CWF-1A,2001-10-24,3767.13,0.000000000,62.511965290
CWF-1A,2001-11-20,3766.75,0.000000000,50.469292430
CWF-1A,2001-12-27,3766.36,0.000000000,36.505591510
CWF-1A,2002-01-17,3766.21,0.000000000,54.490423270
CWF-1A,2002-02-21,3765.86,0.000000000,50.508743120
CWF-1A,2002-03-21,3768.02,0.000000000,57.956935190
CWF-1A,2002-04-09,3767.50,0.000000000,66.968092570
CWF-1A,2002-05-20,3767.91,0.000717341,72.504386800
CWF-1A,2002-06-24,3768.18,0.000000000,84.505189940
CWF-1A,2002-07-25,3768.78,0.000000000,95.372782940
CWF-1A,2002-08-23,3768.47,0.000000000,78.029101290
CWF-1A,2002-09-25,3767.51,0.000000000,72.986438040
CWF-1A,2002-10-03,3767.46,0.000000000,70.454229690
CWF-1A,2002-11-15,3766.86,0.000000000,49.029101290
CWF-1A,2002-12-16,3766.63,0.000000000,49.469292430
CWF-1A,2003-01-23,3766.28,0.000000000,49.408459380
CWF-1A,2003-02-18,3766.28,0.000000000,54.045770310
CWF-1A,2003-03-20,3766.12,0.000159409,52.985634900
CWF-1A,2003-04-21,3766.46,0.000000000,58.683081250
CWF-1A,2003-05-20,3766.57,0.000000000,78.962125120
CWF-1A,2003-05-23,3766.78,0.000000000,83.460117270
CWF-1A,2003-06-23,3767.20,0.000000000,78.908459380
CWF-1A,2003-07-22,3767.42,0.000000000,87.545770310
CWF-1A,2003-08-19,3768.40,0.000000000,82.771148440
CWF-1A,2003-09-09,3767.87,0.000000000,81.966883010
CWF-1A,2003-09-25,3766.81,0.000000000,76.996817910
CWF-1A,2003-10-06,3766.08,0.000000000,75.959715700
CWF-1A,2003-11-20,3765.32,0.000000000,50.986036470
CWF-1A,2003-12-22,3764.73,0.000000000,48.487241180
CWF-1A,2004-01-22,3763.89,0.000000000,49.968087720
CWF-1A,2004-02-18,3762.39,0.000000000,53.003182090
CWF-1A,2004-02-27,3761.92,0.000000000,52.962496220
CWF-1A,2004-03-10,3761.38,0.000000000,60.994006920
CWF-1A,2004-04-13,3766.86,0.027253781,52.271148440
CWF-1A,2004-05-17,3761.94,0.000000000,75.982051250
CWF-1A,2004-06-22,3767.27,0.000000000,80.954229690
CWF-1A,2004-07-21,3768.15,0.000064251,89.001977380
CWF-1A,2004-09-02,3767.97,0.000000000,72.999598430
CWF-1A,2004-10-07,3766.74,0.000000000,69.983225480
CWF-1A,2004-11-29,3765.41,0.000000000,52.458912560
CWF-1A,2004-12-29,3764.99,0.000000000,51.455730480
CWF-1A,2005-01-31,3765.02,0.000000000,40.996014770
CWF-1A,2005-02-18,3764.72,0.000016063,53.006364170
CWF-1A,2005-03-23,3767.12,0.000000000,56.448964740
CWF-1A,2005-04-20,3767.63,0.000000000,65.991999080
CWF-1A,2005-05-31,3768.20,0.000000000,77.965276730
CWF-1A,2005-06-28,3768.77,0.000000000,87.474482370
CWF-1A,2005-07-26,3768.73,0.000000000,78.071764530
CWF-1A,2005-08-17,3768.50,0.000239114,82.473277660
CWF-1A,2005-09-09,3768.97,0.000000000,72.908459380
CWF-1A,2005-10-05,3767.92,0.127184313,74.362689060
CWF-1A,2005-11-07,3766.80,0.000000000,60.137310940
CWF-1A,2005-12-21,3766.19,0.000000000,47.500401570
CWF-1A,2006-01-31,3765.79,0.000000000,51.474451890
CWF-1A,2006-02-16,3765.66,0.000000000,59.477664450
CWF-1A,2006-02-17,3765.64,0.000000000,49.566173020
CWF-1A,2006-03-14,3766.85,0.000000000,45.408459380
CWF-1A,2006-04-28,3767.54,0.000000000,58.072969240
CWF-1A,2006-05-24,3767.15,0.000000000,81.469292430
CWF-1A,2006-07-13,3767.90,0.000000000,87.009175160
CWF-1A,2006-08-23,3768.88,0.198285439,78.972474520
CWF-1A,2006-09-12,3767.57,0.000000000,76.493203790
CWF-1A,2006-10-19,3767.12,0.032367650,52.005159460
CWF-1A,2006-11-28,3766.36,0.001353233,53.460920410
CWF-1A,2006-12-19,3766.12,0.000000000,45.549057890
CWF-1A,2007-02-03,3765.84,0.000000000,38.983890300
CWF-1A,2007-02-09,3765.82,0.000000000,55.972191370
CWF-1A,2007-02-20,3765.76,0.000000000,49.532082970
CWF-1A,2007-03-29,3767.95,0.000000000,48.500401570
CWF-1A,2007-04-17,3767.36,0.000000000,58.492242160
CWF-1A,2007-06-15,3768.53,0.098995122,86.430212850
CWF-1A,2007-09-07,3768.41,0.000431867,76.445965330
CWF-1A,2007-10-24,3767.34,0.000000000,60.433290100
CWF-1A,2007-11-20,3766.40,0.000000000,61.459715700
CWF-1A,2008-01-18,3765.57,0.000000000,31.997590580
CWF-1A,2008-02-19,3765.87,0.000000000,53.428615100
CWF-1A,2008-02-20,3765.34,0.000000000,52.495543290
CWF-1A,2008-03-12,3767.02,0.000000000,55.480910180
CWF-1A,2008-04-08,3767.81,0.000000000,66.448393280
CWF-1A,2008-05-13,3767.88,0.000000000,73.951745250
CWF-1A,2008-06-09,3768.33,0.000000000,79.505993080
CWF-1A,2008-07-07,3768.60,0.267631131,82.025116060
CWF-1A,2008-08-05,3768.09,0.000016063,81.991226410
CWF-1A,2008-09-09,3767.94,0.000963768,73.977232410
CWF-1A,2008-10-07,3767.73,0.000000000,63.977664450
CWF-1A,2008-11-12,3766.67,0.000000000,50.984430190
CWF-1A,2008-12-10,3766.37,0.000637636,36.485233330
CWF-1A,2009-01-26,3766.11,0.000000000,54.478467590
CWF-1A,2009-02-19,3765.87,0.000000000,46.004386800
CWF-1A,2009-03-18,3767.79,0.000000000,63.963299360
CWF-1A,2009-04-14,3767.87,0.000000000,67.423447110
CWF-1A,2009-05-13,3768.13,0.000000000,78.472072950
CWF-1A,2009-06-17,3768.60,0.000000000,84.438584870
CWF-1A,2009-07-15,3768.88,0.000000000,90.456132050
CWF-1A,2009-09-03,3768.42,0.168508490,79.976800370
CWF-1A,2009-10-05,3767.58,0.000079705,72.448563170
CWF-1A,2009-11-25,3765.74,0.000000000,46.480444970
CWF-1A,2010-02-08,3765.32,0.000000000,46.512326770
CWF-1A,2010-03-17,3767.22,0.000000000,52.952548390
CWF-1A,2010-04-14,3768.08,0.000000000,65.501174240
CWF-1A,2010-05-13,3767.76,0.000000000,78.823725050
CWF-1A,2010-06-02,3767.93,0.000000000,80.971671380
CWF-1A,2010-07-15,3768.70,0.000000000,85.503583660
CWF-1A,2010-08-18,3768.78,0.044854906,85.476459740
CWF-1A,2010-09-15,3768.16,0.000000000,81.462496220
CWF-1A,2010-10-14,3766.88,0.000000000,68.489620130
CWF-1A,2010-11-18,3765.49,0.000000000,48.510349400
CWF-1A,2010-12-08,3765.13,0.000000000,48.007970450
CWF-1A,2011-01-31,3764.42,0.000000000,45.507197780
CWF-1A,2011-03-23,3766.81,0.000000000,57.956132050
CWF-1A,2011-04-27,3767.49,0.000000000,62.511584580
CWF-1A,2011-06-02,3767.78,0.020000000,83.493234260
CWF-1A,2012-02-16,3755.58,0.000000000,48.457738330
CWF-1A,2012-06-29,3765.68,0.000000000,88.494810060
CWF-1A,2013-03-06,3752.42,0.000000000,53.000000000
CWF-1A,2013-04-17,3750.57,0.000000000,66.000000000
CWF-1A,2013-05-07,3749.67,0.000000000,67.000000000
CWF-1A,2013-05-29,3748.89,0.000000000,76.000000000
CWF-1A,2013-07-09,3768.00,0.000000000,86.500000000
CWF-1A,2013-08-06,3763.15,0.000000000,84.000000000
CWF-1A,2013-09-11,3756.48,0.410000000,71.000000000
CWF-1A,2013-10-31,3752.20,0.000000000,54.000000000
CWF-1A,2013-12-05,3750.28,0.000000000,56.000000000
CWF-1A,2014-01-30,3748.27,0.000000000,40.000000000
CWF-1A,2014-03-11,3747.02,0.000000000,53.362689060
CWF-1A,2014-04-10,3746.28,0.000000000,65.271148440
CWF-1A,2014-05-19,3744.98,0.000000000,74.362689060
CWF-1A,2014-06-06,3760.48,0.000000000,83.771148440
CWF-1A,2014-09-10,3761.91,0.000000000,78.816918750
CWF-1A,2014-10-30,3754.95,0.000000000,62.362689060
CWF-1A,2014-12-09,3752.23,0.000000000,52.904985940
CWF-1B,1985-02-15,3758.98,0.000000000,46.996223900
CWF-1B,1985-02-26,3759.54,0.000000000,49.987900830
CWF-1B,1985-03-20,3758.50,0.000000000,44.513991500
CWF-1B,1985-04-23,3760.46,0.000000000,71.834233400
CWF-1B,1985-05-23,3758.38,0.000000000,73.957429010
CWF-1B,1985-06-13,3757.84,0.000000000,75.012090980
CWF-1B,1985-07-16,3757.12,0.000000000,85.434168160
CWF-1B,1985-11-13,3758.85,0.000000000,53.504868610
CWF-1B,1985-11-27,3760.58,0.000000000,47.497304210
CWF-1B,1985-12-18,3760.21,0.000000000,38.018326710
CWF-1B,1986-01-20,3762.03,0.000000000,49.380267990
CWF-1B,1986-02-22,3760.32,0.000000000,63.884446020
CWF-1B,1986-03-20,3760.12,0.000000000,45.006023550
CWF-1B,1986-04-29,3758.67,0.000000000,67.015602650
CWF-1B,1986-06-04,3760.78,0.048875207,74.483436370
CWF-1B,1986-07-03,3762.25,0.195516664,77.992236050
CWF-1B,1986-08-25,3760.16,0.001492937,76.965555830
CWF-1B,1986-09-22,3761.86,0.000000000,75.495580660
CWF-1B,1986-10-20,3760.94,0.000000000,66.495428730
CWF-1B,1986-11-25,3760.83,0.000000000,45.439586670
CWF-1B,1986-11-29,3760.83,0.000000000,45.494453880
CWF-1B,1987-01-03,3761.70,0.000000000,44.518008160
CWF-1B,1987-12-22,3759.02,0.000000000,41.507167310
CWF-1B,1988-12-21,3760.46,0.000000000,40.506341290
CWF-1B,1989-01-20,3759.27,0.000000000,47.489064990
CWF-1B,1989-02-21,3759.91,0.000000000,50.490835830
CWF-1B,1989-03-26,3758.65,0.000128647,68.402886480
CWF-1B,1989-04-20,3756.86,0.000000000,75.489035370
CWF-1B,1989-05-21,3758.07,0.000000000,76.479985760
CWF-1B,1989-06-22,3756.02,0.000000000,86.492204790
CWF-1B,1989-07-20,3757.13,0.000158659,82.993931320
CWF-1B,1989-08-22,3759.25,0.000157151,76.501006100
CWF-1B,1989-09-19,3760.50,0.000257867,78.482081280
CWF-1B,1989-10-19,3753.55,0.000000000,50.000401050
CWF-1B,1989-11-20,3753.55,0.000000000,52.032515270
CWF-1B,1989-12-19,3754.85,0.000000000,44.498758650
CWF-1B,1990-01-22,3758.30,0.000205127,39.517290180
CWF-1B,1990-02-19,3758.90,0.000000000,42.022215510
CWF-1B,1990-03-19,3760.95,0.000000000,55.524477890
CWF-1B,1990-04-17,3759.15,0.000000000,62.553300370
CWF-1B,1990-05-18,3758.48,0.000000000,78.937421710
CWF-1B,1990-06-20,3757.60,0.000000000,86.010662380
CWF-1B,1990-07-20,3760.12,0.000780296,81.974596880
CWF-1B,1990-08-29,3758.98,0.000000000,80.989874850
CWF-1B,1990-09-19,3761.73,0.006094169,71.331985320
CWF-1B,1990-10-19,3753.63,0.000000000,66.462339880
CWF-1B,1990-11-19,3749.84,0.000000000,58.982278330
CWF-1B,1990-12-24,3752.40,0.000000000,28.984571720
CWF-1B,1991-01-22,3755.25,0.000283233,39.951406280
CWF-1B,1991-02-08,3758.98,0.000000000,56.932798380
CWF-1B,1991-02-21,3760.89,0.000000000,48.452609440
CWF-1B,1991-03-20,3762.31,0.000000000,53.518249520
CWF-1B,1991-04-19,3757.52,0.000000000,64.959448970
CWF-1B,1991-05-20,3755.69,0.000380965,81.954181580
CWF-1B,1991-06-25,3755.04,0.000000000,92.411217300
CWF-1B,1991-07-19,3756.63,0.039087498,84.947220550
CWF-1B,1991-08-15,3758.20,0.000078576,75.984283600
CWF-1B,1991-09-20,3759.48,0.000015835,54.995868780
CWF-1B,1991-10-18,3756.16,0.000000000,68.979137710
CWF-1B,1991-11-20,3752.11,0.000000000,47.941281940
CWF-1B,1991-12-13,3757.61,0.000000000,45.005750940
CWF-1B,1992-01-17,3757.76,0.000000000,31.016162580
CWF-1B,1992-01-23,3757.94,0.000000000,40.004342960
CWF-1B,1992-02-19,3754.02,0.000000000,46.461620860
CWF-1B,1992-03-19,3763.73,0.000000000,53.468087720
CWF-1B,1992-04-20,3762.62,0.000000000,60.435568380
CWF-1B,1992-05-17,3758.77,0.000761931,71.006878540
CWF-1B,1992-06-22,3758.63,0.000031671,79.979909390
CWF-1B,1992-07-18,3753.60,0.000000000,80.490518900
CWF-1B,1992-08-14,3757.04,0.000000000,76.983423070
CWF-1B,1992-09-15,3761.61,0.456271292,76.978986600
CWF-1B,1992-10-19,3762.49,0.000000000,69.451246590
CWF-1B,1992-11-17,3761.45,0.000000000,54.992485980
CWF-1B,1992-12-17,3760.56,0.000000000,35.488415420
CWF-1B,1993-01-20,3761.10,0.000157151,43.982437210
CWF-1B,1993-01-21,3756.93,0.000000000,46.463626130
CWF-1B,1993-02-19,3761.66,0.176117388,58.475832100
CWF-1B,1993-03-19,3763.82,0.000000000,59.505303940
CWF-1B,1993-04-28,3762.16,0.000000000,71.488935430
CWF-1B,1993-05-19,3761.26,0.000000000,74.971139330
CWF-1B,1993-06-21,3759.41,0.001934002,83.972479290
CWF-1B,1993-07-20,3761.47,0.107975250,79.016843180
CWF-1B,1993-08-19,3759.62,1.614259370,76.504986200
CWF-1B,1993-09-21,3757.81,0.000000000,80.453781350
CWF-1B,1993-10-19,3753.18,0.397776422,59.016441310
CWF-1B,1993-11-19,3753.11,0.000000000,53.978327850
CWF-1B,1993-12-22,3757.45,0.221078915,36.000643240
CWF-1B,1994-01-27,3757.46,0.000000000,41.974121080
CWF-1B,1994-03-11,3755.30,0.000000000,56.943732570
CWF-1B,1994-04-15,3754.75,0.000000000,65.982436390
CWF-1B,1994-05-24,3756.03,0.003714507,72.979857330
CWF-1B,1994-06-23,3752.93,0.000000000,86.941446930
CWF-1B,1994-07-22,3748.14,0.000235727,83.491880120
CWF-1B,1994-09-07,3748.72,0.000000000,76.485622130
CWF-1B,1994-10-06,3754.27,0.000000000,68.526731450
CWF-1B,1994-10-21,3755.80,0.000000000,62.011780610
CWF-1B,1994-11-18,3758.35,0.000000000,50.935295760
CWF-1B,1994-11-22,3758.25,0.000000000,52.959327470
CWF-1B,1994-12-20,3757.69,0.000000000,47.013143460
CWF-1B,1994-12-22,3757.19,0.000000000,49.502579880
CWF-1B,1995-01-25,3757.36,0.003227435,47.997992150
CWF-1B,1995-02-03,3752.42,0.000000000,52.045443760
CWF-1B,1995-02-21,3751.23,0.000007928,56.512326770
CWF-1B,1995-03-16,3755.09,0.000000000,56.328347600
CWF-1B,1995-04-13,3755.92,0.000000000,60.533244200
CWF-1B,1995-05-25,3754.51,0.000000000,70.960577390
CWF-1B,1995-06-15,3753.93,0.000000000,83.483398180
CWF-1B,1995-07-13,3749.97,0.000000000,84.472910980
CWF-1B,1995-08-21,3759.26,0.000000000,81.490881770
CWF-1B,1995-09-21,3759.45,0.000000000,72.510775320
CWF-1B,1995-10-05,3753.18,0.000000000,62.531881800
CWF-1B,1995-11-21,3753.31,0.000000000,55.996014770
CWF-1B,1995-12-14,3753.94,0.000000000,53.003212560
CWF-1B,1996-01-11,3752.20,0.000000000,46.011152540
CWF-1B,1996-02-15,3753.14,0.000000000,56.489620130
CWF-1B,1996-03-13,3757.20,0.000000000,61.483642000
CWF-1B,1996-04-17,3755.51,0.000000000,64.483657530
CWF-1B,1996-05-16,3753.49,0.000000000,86.413745120
CWF-1B,1996-06-19,3748.68,0.000000000,85.975687080
CWF-1B,1996-07-18,3754.45,0.000000000,83.970095570
CWF-1B,1996-08-16,3748.83,0.000000000,81.499637130
CWF-1B,1996-09-18,3754.78,0.000000000,70.980144630
CWF-1B,1996-10-04,3750.88,0.000000000,70.987862650
CWF-1B,1996-11-04,3750.89,0.000000000,54.525159310
CWF-1B,1996-12-18,3748.90,0.000000000,23.550198750
CWF-1B,1997-01-23,3754.42,0.000000000,49.935046640
CWF-1B,1997-02-26,3749.91,0.000000000,44.913109630
CWF-1B,1997-04-09,3757.24,0.000000000,62.507939980
CWF-1B,1997-05-09,3751.75,0.000000000,75.989550170
CWF-1B,1997-06-11,3756.34,0.000000000,78.983640370
CWF-1B,1997-07-09,3749.96,0.000000000,82.494006920
CWF-1B,1997-08-07,3755.42,0.049222750,77.016342470
CWF-1B,1997-09-11,3750.36,0.166883817,78.504788370
CWF-1B,1997-10-03,3750.65,0.048921497,75.501977380
CWF-1B,1997-11-13,3750.68,0.110764746,51.496761630
CWF-1B,1997-12-16,3756.93,0.000000000,40.505189940
