id,CWF-4B,CWF-4B,CWF-4B,LC-1A,LC-1A,LC-1A,LC-1B,LC-1B,LC-1B,LC-1C,LC-1C,LC-1C,LC-2A,LC-2A,LC-2A,LC-2B,LC-2B,LC-2B,LC-2C,LC-2C,LC-2C,LC-3A,LC-3A,LC-3A,LC-3C,LC-3C,LC-3C,M-1B,M-1B,M-1B,M-1C,M-1C,M-1C,M-2A,M-2A,M-2A,M-2B,M-2B,M-2B,M-2C,M-2C,M-2C,M-4A,M-4A,M-4A,M-4B,M-4B,M-4B,M-4C,M-4C,M-4C
1985-10-01,,,,60.17954375,0.0,3884.14,64.50595254,0.889084072,3886.56,56.23161847,0.0,3886.05,57.15236316,0.000199944,3875.17,60.05077785,0.0,3881.41,60.10519327,0.0,3884.93,59.39879931,0.103640922,3873.62,59.39879931,0.103640922,3875.94,61.14367939,0.0,3852.3,60.37899344,0.0,3855.12,60.36605204,0.0,3851.84,59.12002293,0.088580873,3853.13,59.98195663,0.0,3855.8,59.24301377,0.096726895,3850.29,56.99865619,0.0,3851.35,60.11544079,0.0,3853.24
1985-11-01,50.501358325,0.0,3763.4049999999997,49.52805248,0.0,3883.77,43.70658867,0.0,3885.72,49.52805248,0.0,3885.26,50.77571464,0.0,3875.15,46.14148008,0.0,3880.94,43.70073078,0.0,3884.07,49.5199954,0.0,3873.57,43.60673549,0.0,3875.79,52.22830204,0.0,3851.78,54.80440823,0.0,3854.75,56.77933084,0.0,3851.4,54.81063542,0.0,3852.56,44.0879691,0.0,3854.95,56.85092053,0.0,3850.12,49.67732844,0.0,3851.1,46.27635737,0.0,3852.81
1985-12-01,42.025914740625005,0.0,3763.6925,29.81701924,0.0,3883.55,49.91948496,0.0,3885.58,38.68573152,0.0,3885.12,29.80775196,0.0,3875.03,29.80775196,0.0,3880.75,31.17725045,0.001846053,3883.87,38.01889965,0.0,3873.22,34.5562024,0.0,3875.02,31.51767636,0.001953866,3851.51,47.05037412,0.0,3854.65,47.89702535,0.0,3851.12,38.01683832,0.0,3852.28,35.45101255,0.089347398,3854.64,47.93020479,0.0,3849.79,31.34040571,0.00148763,3850.78,38.08961423,0.0,3852.3
1986-01-01,49.38095104,0.0,3764.77,40.51070762,0.0,3883.52,51.97113342,0.0,3886.52,51.97113342,0.0,3886.07,42.45411862,0.0,3874.5,45.95785801,0.0,3880.75,45.95785801,0.0,3884.49,42.00154187,0.0,3872.65,45.9798645,0.0,3874.24,51.96653673,0.0,3849.0,46.49960891,0.0,3855.26,49.50427098,0.0,3847.44,51.95630567,0.0,3850.17,45.94908626,0.0,3854.92,51.97868885,0.0,3849.06,51.97868885,0.0,3850.11,45.96638533,0.0,3851.84
1986-02-01,63.85749913,0.0,3763.98,59.09735718,0.0,3883.93,42.22113203,0.025888523,3887.22,41.32795388,0.002280724,3886.83,47.41703841,0.0,3874.69,51.11178494,0.0,3881.34,35.81825185,0.0,3885.19,42.01899352,0.0,3872.34,57.00607305,0.0,3873.73,40.90858992,0.0,3851.85,36.2621187,0.0,3855.63,36.23701819,0.0,3851.2,36.23701819,0.0,3852.61,41.78329455,0.07198051,3855.54,53.79107098,0.0,3849.36,46.42961447,0.0,3850.21,36.00072541,0.0,3851.49
1986-03-01,45.00739759,0.0,3764.35,45.05128974,0.0,3884.34,57.59690236,0.0,3887.82,69.89311323,0.0,3887.44,61.5457274,0.0,3874.92,47.74691054,0.0,3881.85,55.09180672,0.0,3885.91,57.95145531,0.0,3872.51,59.08363293,0.0,3873.79,48.0203858,0.0,3852.27,61.74810704,0.0,3855.85,52.10680235,0.0,3851.55,48.01978008,0.0,3853.12,56.78522271,0.0,3856.03,61.09330985,0.0,3849.7,52.82615741,0.0,3850.48,57.91455975,0.000123969,3851.61
1986-04-01,67.01927629,0.0,3763.69,69.58800204,0.0,3884.34,60.01335256,0.0,3887.15,69.58800204,0.0,3887.09,72.78714401,0.0,3874.93,66.84154462,0.0,3881.79,63.07295189,0.0,3885.62,72.89302919,0.0,3872.31,68.50027174,0.0,3873.98,66.64206873,0.0,3852.55,69.87624792,0.0,3855.52,57.68462352,0.0,3851.85,68.5347376,0.0,3853.31,56.74991772,0.0,3855.99,67.00155671,0.0,3849.8,65.9361466,0.0,3850.58,65.23756071,0.0,3851.67
1986-05-01,,,,69.56321541,0.026962887,3884.49,64.12081594,0.0,3888.07,69.49769353,0.000211399,3887.69,75.8869534,0.0,3874.35,69.09421823,0.0,3882.06,69.52851261,0.0,3886.1,56.14069864,0.0,3872.04,66.12661965,0.0,3874.41,70.16627818,0.0,3852.79,74.75525181,0.0,3856.06,65.61987852,0.0,3852.11,58.93468815,0.0,3853.74,70.37322165,0.0,3856.48,69.59829181,0.025280822,3850.12,71.04215459,0.0,3850.93,71.20086644,0.0,3852.03
1986-06-01,74.47954676,0.048594258,3764.82,77.98916551,0.043969233,3884.56,74.14145367,0.0,3888.48,77.06500768,0.0,3888.27,73.17070503,0.0,3874.53,80.48637303,0.026488368,3882.26,61.23897516,0.265361155,3886.5,77.97570666,0.0,3872.53,81.03320838,0.0,3875.23,77.92220176,0.0,3852.79,61.60924809,0.20842213,3856.48,82.00329668,0.0,3852.2,72.65855546,0.002493571,3853.92,69.13806662,0.314934644,3857.24,61.40034583,0.248628976,3850.38,61.40034583,0.248628976,3851.12,81.61355765,0.000289261,3852.27
1986-07-01,77.99042685,0.19439639,3765.53,76.51808748,0.008793847,3884.7,77.47866654,0.004611574,3888.61,79.07156208,0.0,3888.4,76.56169526,0.10387224,3874.89,77.55328441,0.003845943,3882.54,79.5073169,0.0,3886.71,79.0385502,0.0,3873.8,76.53577368,0.057835835,3877.49,80.48417241,0.099224372,3852.87,76.57895881,0.006931307,3856.17,77.71154725,0.00400088,3852.27,83.00365051,0.0,3853.99,80.48440146,0.099473809,3856.81,79.25590716,0.007502862,3850.64,81.537443,0.026803757,3851.38,83.00262539,0.0,3852.39
1986-08-01,76.95750813,0.001837471,3765.0,81.33047444,0.230027113,3884.68,81.48992348,0.425824269,3888.31,81.48992348,0.425824269,3888.02,80.02458844,0.0,3875.33,81.36887005,0.0,3882.55,81.97151385,0.0,3886.33,80.01169022,0.0,3874.81,80.01169022,0.0,3879.16,81.15177771,0.208069535,3853.03,83.08321118,0.001517852,3855.91,77.80044923,0.0,3852.42,81.65926312,0.004158768,3854.02,83.08025118,0.001488203,3856.6,80.56181521,0.155524823,3850.82,80.56181521,0.155524823,3851.55,80.11843235,0.0,3852.51
1986-09-01,75.49457017,0.0,3766.02,71.09790411,0.0,3884.67,69.11693092,0.044261022,3887.48,69.11693092,0.044261022,3887.13,74.04559923,0.0,3876.06,71.09536809,0.0,3882.42,71.09536809,0.0,3885.72,74.95548422,0.498391486,3875.35,75.48146103,0.0,3879.03,73.13989176,0.0,3852.95,73.22455888,0.0,3854.87,72.60786439,0.0,3852.42,73.11828545,0.0,3853.59,72.60786439,0.0,3855.81,71.24098596,0.0,3851.12,73.20906411,0.008275423,3851.76,76.07199024,0.0,3852.56
1986-10-01,66.49443831,0.0,3764.46,58.54136489,0.0,3884.81,67.3513234,0.001802398,3888.29,67.3513234,0.001802398,3888.01,47.33208948,0.209711691,3875.98,58.54048482,0.0,3882.47,58.05743304,0.0,3885.98,67.4810708,0.179452512,3875.48,64.05936306,0.001107864,3878.97,52.51767636,0.0,3852.85,61.46492588,0.0,3855.57,66.21431182,0.0,3852.39,62.77320749,0.0,3853.55,58.17574652,0.0,3855.49,52.34040571,0.0,3851.27,67.53899815,0.15872066,3851.78,55.68790604,0.0,3852.46
1986-11-01,44.469617115,0.0,3763.57,41.03444492,0.0,3884.58,54.49517565,0.0,3887.8,54.49517565,0.0,3887.47,52.559425,0.0,3875.86,38.17918651,0.0,3882.06,52.62789106,0.0,3885.66,44.03598489,0.0,3875.33,44.03598489,0.0,3878.37,35.28830302,0.018291035,3852.21,52.92221819,0.0,3855.38,35.27971875,0.01834674,3851.94,55.85899053,0.13563108,3853.12,47.44564024,0.0,3855.24,35.18860021,0.018877287,3850.91,35.18860021,0.018877287,3851.46,45.52030051,0.0,3852.21
1986-12-01,,,,42.06904151,0.0,3884.52,32.83236977,0.0,3887.63,48.72376903,0.410832334,3887.29,25.89864894,0.370111143,3875.77,29.83645874,0.0,3881.9,42.86617724,0.0,3885.55,42.03486838,0.0,3875.29,42.03486838,0.0,3878.26,40.38351981,0.0,3852.07,49.05613657,0.0,3855.45,45.40156127,0.65976726,3851.69,42.39737919,0.511166019,3853.12,42.16862214,0.0,3855.38,42.79399006,0.0,3850.63,26.2452966,0.387185231,3851.22,47.0757947,0.043878236,3852.03
1987-01-01,36.02424764,0.0,3763.75,45.39917815,0.0,3884.29,54.183498,0.0,3887.29,54.183498,0.0,3886.91,42.48282639,0.0,3875.54,42.48282639,0.0,3881.71,45.40205225,0.0,3885.2,37.51596379,0.0,3875.13,45.4480689,0.0,3877.96,34.36023112,0.0,3851.89,51.49331119,0.0,3855.33,26.84109126,0.0,3851.46,51.51008487,0.0,3852.94,45.21825878,0.0,3855.24,39.18897471,0.0,3850.3,39.18897471,0.0,3850.94,40.11312887,0.0,3851.82
1987-02-01,36.5167331,0.0,3763.76,50.4378459,0.0,3884.16,50.4378459,0.0,3887.19,54.86640581,0.0,3886.83,49.54973777,0.0,3875.37,50.85468049,0.0,3881.55,43.1473791,0.0,3885.14,53.97672815,0.0,3874.79,58.46291712,0.0,3877.4,58.53601295,0.0,3852.08,49.80764125,0.0,3855.26,58.53409603,0.0,3851.53,58.53409603,0.0,3853.03,47.6174006,0.0,3855.16,43.4688253,0.001045961,3850.26,44.03272985,0.0,3850.86,50.7962955,0.0,3851.75
1987-03-01,49.48238882,7.908e-05,3761.74,45.69981486,0.0,3884.37,55.53838951,0.000870991,3887.4,48.03918003,0.000622137,3887.06,51.536897,0.0,3875.48,55.58210776,0.0,3881.91,46.51361225,0.004978285,3885.38,46.00880263,0.0,3874.53,46.50711916,0.002647011,3876.89,55.83518824,0.000279129,3852.47,50.52719749,0.0,3855.41,55.63459221,0.000947877,3851.84,50.38695758,0.032036139,3853.33,55.84009476,0.000270822,3855.36,59.40358328,0.0,3850.5,53.67997875,0.0,3851.2,52.54863557,0.0,3852.23
1987-04-01,,,,53.04937567,0.0,3884.48,47.08624904,0.0,3887.67,47.08624904,0.0,3887.36,62.05660566,0.0,3875.04,63.09668565,0.0,3882.13,61.13103287,0.0,3885.74,50.9526657,0.0,3874.41,54.05058883,0.0,3877.74,62.24009111,0.0,3852.94,50.98191405,0.0,3855.28,65.63584908,0.0,3852.3,69.49393712,0.0,3853.71,61.29974157,0.0,3855.54,65.75312024,0.0,3850.62,65.75312024,0.0,3851.28,51.51483706,0.0,3852.27
1987-05-01,68.48926841,0.0,3762.56,76.3830664,0.0,3884.74,71.10181882,0.0,3888.44,66.42415783,0.0,3888.23,65.00932059,0.049381763,3875.2,71.95030341,0.0,3882.64,71.95030341,0.0,3886.57,65.00763918,0.049706935,3874.41,67.99178779,0.0,3877.78,64.33713588,0.0,3853.28,66.22733401,0.0,3855.52,72.10127103,0.0,3852.64,63.78066861,0.0,3854.08,67.99670277,0.0,3855.9,68.00423167,0.0,3851.0,72.42533166,0.0,3851.69,71.04478154,0.0,3852.67
1987-06-01,82.89954363,0.0,3761.79,75.44837724,0.0,3884.48,84.94534248,0.003128725,3888.13,81.79156788,0.395218089,3887.93,78.11221922,0.0,3875.15,77.95360994,0.032382464,3882.63,81.7980042,0.39537942,3886.18,77.87030862,0.000695239,3874.2,77.04607697,0.0,3877.49,76.15112236,0.0,3853.24,74.02105757,0.0,3854.89,71.06635625,0.0,3852.65,80.10874925,0.0,3853.94,78.03962734,0.056040596,3855.43,70.8184134,0.0,3851.21,71.515157,0.464683656,3851.91,76.47691414,0.056900039,3852.88
1987-07-01,80.00604799,0.0,3760.5,79.4578149,0.146960028,3884.66,80.91177733,0.019478629,3888.52,81.03487006,0.0,3888.37,80.42951253,0.0,3875.19,78.02206427,0.0,3882.87,78.03011146,0.0,3886.65,84.42538956,0.0,3874.09,80.46712883,0.0,3877.47,80.91213174,0.029423391,3853.17,78.83014122,0.073980169,3854.84,81.46720876,0.0,3852.51,79.39060864,0.0,3853.99,80.06011563,0.0,3855.59,79.73081093,0.0,3851.54,78.10696783,0.0,3852.21,83.92977445,0.001269484,3853.18
1987-08-01,81.46424113,0.006357173,3764.8,82.57056032,0.001359604,3884.46,80.54907251,0.0,3887.29,77.51875621,0.009768147,3886.96,79.95044168,0.0,3875.61,79.04694788,0.0,3882.52,80.0316956,0.019214948,3885.66,79.02470096,0.0,3874.75,75.54446391,0.0,3878.49,82.40090114,0.106326045,3853.2,81.48702115,0.0,3853.55,83.41510236,0.086787014,3852.66,80.3009808,1.293445167,3853.61,84.95937616,0.004874795,3854.38,77.39549601,0.0,3851.66,79.0866689,0.0,3852.41,77.56673947,0.009580038,3853.41
1987-09-01,61.62485403,0.0,3764.11,74.62056427,0.0,3884.27,75.37024858,0.0,3886.41,75.37024858,0.0,3885.98,72.47295852,0.002506996,3876.01,74.30690792,0.015877644,3882.33,74.61647926,0.0,3884.94,73.0002846,0.00101118,3875.66,76.69762494,0.296162141,3879.75,68.66444644,0.0,3852.91,67.58520512,0.0,3852.33,71.14572327,0.0,3852.54,62.68690395,0.0,3852.96,75.39370687,0.231820886,3853.21,75.32193773,0.0,3851.81,66.56091653,4.3274e-05,3852.51,61.67631673,0.0,3853.47
1987-10-01,64.47784283,0.0,3761.59,63.4912412,0.0,3884.16,60.61530095,0.0,3885.92,64.99255983,0.205561184,3885.4,63.49152844,0.0,3875.99,65.54099261,0.0,3882.15,69.49152844,0.0,3884.55,66.4989242,0.0,3875.68,69.97440023,0.0,3879.6,69.30064537,0.0,3852.61,70.05071601,0.0,3851.9,65.0,0.0,3852.29,59.05598452,0.0,3852.62,64.54541986,0.001778882,3852.63,63.9857822,0.0,3851.78,69.49286529,0.0,3852.46,66.50946133,0.0,3853.47
1987-11-01,52.48670418,0.0,3762.45,47.51963672,0.0,3883.87,55.01087792,0.0,3885.31,55.01087792,0.0,3884.79,54.98870458,0.0,3875.83,55.01061281,0.0,3881.57,55.01061281,0.0,3883.82,55.00608474,0.0,3875.42,55.00608474,0.0,3878.88,54.98547489,0.0,3851.77,55.05071601,0.0,3851.72,54.9264077,0.0,3851.57,54.98591378,0.0,3852.01,40.48239223,0.0,3852.04,47.54032678,0.0,3851.31,47.54032678,0.0,3852.03,55.03319208,0.0,3852.99
1987-12-01,41.50886136,0.0,3762.45,43.93736976,0.0,3883.73,43.93736976,0.0,3885.24,43.93736976,0.0,3884.73,43.93924041,0.0,3875.67,44.94488812,0.0,3881.42,43.93924041,0.0,3883.74,43.96861242,0.0,3875.12,43.96861242,0.0,3878.32,43.8477301,0.0,3851.48,44.85499266,0.0,3851.65,43.85281541,0.0,3851.38,43.85281541,0.0,3851.72,43.85281541,0.0,3851.84,43.90032055,0.0,3851.12,43.90032055,0.0,3851.83,43.90032055,0.0,3852.79
1988-01-01,37.98079535,0.0,3762.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-01,47.98325894,0.0,3762.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-01,52.01002429,0.0,3762.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-01,65.0009801,0.0,3763.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-01,65.9642857,0.0,3763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-01,83.49217547,0.0,3762.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-01,79.43478827,0.0,3764.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-01,80.00124194,0.0,3765.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-01,72.04052411,0.0,3765.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-10-01,66.96043748,0.0,3764.44,71.37666368,0.002488546,3884.17,71.37666368,0.002488546,3885.53,71.37666368,0.002488546,3884.99,63.19183311,0.0,3876.51,71.38064332,0.002405623,3882.14,71.38064332,0.002405623,3884.2,63.09853323,0.0,3876.41,64.02585947,0.0,3879.83,65.03605173,0.0,3852.24,66.03332587,0.0,3852.02,64.66656524,0.0,3852.1,69.41386313,0.0,3852.44,64.16621086,0.0,3852.53,63.52688876,0.0,3851.95,63.04451274,0.0,3852.66,66.0221756,0.0,3853.55
1988-11-01,45.04180685,0.0,3764.37,55.06439852,0.0,3883.87,59.749567,0.0,3885.15,58.02443064,0.0,3884.61,62.99774147,0.0,3876.42,55.06257854,0.0,3881.68,53.09135309,0.0,3883.73,62.98168583,0.0,3876.28,53.52758988,0.0,3879.39,59.69908135,0.0,3851.7,52.62852946,0.0,3851.67,43.58854815,0.0,3851.52,59.70815822,0.0,3851.92,58.02725938,0.0,3851.94,58.01837271,0.0,3851.63,58.01837271,0.0,3852.36,49.31471778,0.0,3853.23
1988-12-01,40.50778373,0.0,3764.22,44.8396982,0.0,3883.75,49.41669379,0.0,3885.08,46.92661596,0.0,3884.52,44.84467079,0.0,3876.77,49.41946165,0.0,3881.57,46.92881168,0.0,3883.64,49.46123859,0.0,3876.34,41.49162845,0.0,3878.86,37.3073141,0.0,3850.89,48.7431277,0.164619317,3851.57,37.6712778,0.0,3850.68,36.00988949,0.0,3851.21,41.49687996,0.0,3851.68,46.96556002,0.025644544,3851.05,45.45163167,0.0,3851.98,49.4817857,0.0,3853.01
1989-01-01,47.48655633,0.0,3763.26,35.87490396,0.0,3883.62,,,,43.57407977,0.0,3884.43,,,,47.91257903,0.046782649,3881.44,35.87900329,0.0,3883.55,44.95141825,0.0,3876.31,48.42132854,0.010910699,3879.0,37.00844465,0.0,3850.98,37.00844465,0.0,3851.44,29.31294593,0.0,3850.86,37.00783205,0.0,3851.26,35.82148673,0.0,3851.51,46.18348657,0.0,3850.8,46.18348657,0.0,3851.66,41.36168549,0.0,3852.71
1989-02-01,50.48873567,0.0,3763.63,49.04795164,0.0,3883.56,48.5041583,5.7665e-05,3885.17,46.56066516,0.0,3884.63,49.52362195,0.0,3876.27,23.99032736,0.088448397,3881.35,49.04637534,0.0,3883.59,50.50880263,0.0,3875.85,49.46696949,0.0,3878.31,52.40399293,0.0,3850.82,30.15464287,0.0,3851.5,49.45696489,0.0,3850.69,30.14919535,0.0,3851.14,53.99999945,0.001432129,3851.44,62.23921814,0.0,3850.49,49.47150183,0.0,3851.35,30.10193473,0.0,3852.49
1989-03-01,68.38022276,0.000158161,3763.07,60.01605429,0.0,3884.26,68.48783073,0.0,3887.19,68.48783073,0.0,3886.82,50.89145096,0.009823921,3876.35,60.01563066,0.0,3882.1,60.01563066,0.0,3885.27,61.01400858,0.0,3875.66,50.94990771,0.009914926,3878.15,60.05735235,0.0,3851.87,66.8598865,0.0,3853.45,66.86405747,0.0,3851.49,60.05540362,0.0,3852.35,60.05540362,0.0,3853.01,67.05817229,0.0,3850.78,38.05934611,0.0,3851.61,46.88537368,0.0,3852.74
1989-04-01,75.48650985,0.0,3762.19,67.57723651,0.0,3884.19,68.00424774,0.0,3886.7,69.90318707,0.0,3886.25,63.51125664,0.0,3876.2,63.51125664,0.0,3882.13,67.51124191,0.0,3885.02,60.48733274,0.0,3875.26,67.50868529,0.0,3878.05,60.3954882,0.0,3852.43,60.3954882,0.0,3852.78,60.3990828,0.0,3851.63,65.43753864,0.0,3852.54,63.53090989,0.0,3852.92,63.52099809,0.0,3851.3,75.93020479,0.0,3852.19,58.52271478,0.0,3853.34
1989-05-01,76.47531239,0.0,3763.95,74.54834423,0.0,3884.14,67.40543417,0.0,3886.85,76.94725656,0.0,3886.39,73.88660148,0.0,3876.1,76.94936423,0.0,3882.31,73.55377459,0.0,3885.16,73.9454292,0.0,3875.24,65.50316066,0.0,3878.09,62.17769174,0.0,3852.88,73.86704769,0.0,3853.05,62.17191936,0.0,3852.24,67.43300218,0.0,3853.03,70.23132787,0.0,3853.43,74.5866689,0.0,3851.5,74.5866689,0.0,3852.33,75.01802733,0.0,3853.46
1989-06-01,86.49046578,0.0,3762.64,73.07237961,0.0,3884.28,75.92849767,0.0,3887.2,78.45317191,0.0,3886.95,89.92219564,0.0,3875.69,86.9475547,0.0,3882.59,83.46555569,0.0,3885.74,76.94160656,0.0,3875.16,78.54410324,0.0,3879.1,86.78893873,0.0,3852.62,73.58970061,0.0,3853.71,86.77925219,0.0,3851.55,77.51042106,0.0,3852.88,86.97709934,0.0,3853.86,86.68994267,0.0,3851.35,86.68994267,0.0,3852.3,75.11344882,0.0,3853.52
1989-07-01,82.99251891,0.000194295,3762.85,89.98783073,0.0,3884.29,,,,88.43751288,0.0,3887.14,87.38647794,0.0,3875.65,90.35255027,0.005195414,3882.64,89.35346001,0.000358955,3885.86,86.94645678,0.015686995,3875.45,86.94645678,0.015686995,3880.17,84.17818055,0.027725228,3852.69,85.82594894,0.090106991,3853.93,85.83173224,0.091563648,3851.54,84.1722732,0.02817343,3853.07,84.90733416,0.0,3854.07,74.4737,0.0,3851.82,87.29859438,0.0,3852.74,82.8679081,0.0,3853.77
1989-08-01,76.50126046,0.000193418,3764.66,78.51186611,0.0,3884.31,79.50886105,0.009480893,3887.1,82.45113872,0.737697077,3886.7,78.98441052,0.0,3876.21,74.44197493,0.238136256,3882.58,79.41946165,0.107985203,3885.44,79.00265918,0.407003879,3876.25,77.4815969,0.377226891,3880.48,72.97566768,0.0,3848.98,79.62624114,0.00763687,3853.49,77.47309445,0.325900863,3849.14,76.92811244,0.014086715,3849.91,82.5135411,0.0,3853.56,79.04086825,0.380710186,3851.36,83.53599512,0.133157362,3852.44,72.98414384,0.0,3853.8
