id,date,wl,mean_temp,precip
CWF-4B,1991-07-01,3762.44,82.948158665000,0.003238326749999990
CWF-4B,1991-08-01,3761.98,80.712884140000,0.000177299749999999
CWF-4B,1991-09-01,3763.63,62.988007955000,0.000001613083333333
CWF-4B,1991-10-01,3761.22,68.974287710000,0.000000000000000000
CWF-4B,1991-11-01,3759.93,46.848305665000,0.000000000000000000
CWF-4B,1991-12-01,3761.55,44.364781225000,0.001426732187500000
CWF-4B,1992-01-01,3762.12,35.512673280000,0.000000000000000000
CWF-4B,1992-02-01,3761.46,48.461182755000,0.000000000000000000
CWF-4B,1992-03-01,3765.62,53.460609050000,0.000000000000000000
CWF-4B,1992-04-01,3765.07,60.688411885000,0.000000000000000000
CWF-4B,1992-05-01,3764.46,70.219711765000,0.000077790833333333
CWF-4B,1992-06-01,3764.09,79.976945955000,0.000003226083333333
CWF-4B,1992-07-01,3761.64,81.238275275000,0.000311283250000000
CWF-4B,1992-08-01,3763.78,77.732699900000,0.013413481333333300
CWF-4B,1992-09-01,3765.56,76.230472080000,0.090047581250000000
CWF-4B,1992-10-01,3765.45,67.424325895000,0.000000000000000000
CWF-4B,1992-11-01,3764.12,55.982549400000,0.000000000000000000
CWF-4B,1992-12-01,3764.02,35.485718750000,0.000000000000000000
CWF-4B,1993-01-01,3763.54,45.216741620000,0.000016118166666667
CWF-4B,1993-02-01,3764.22,58.470123970000,0.175142135000000000
CWF-4B,1993-03-01,3765.85,60.730848965000,0.000000000000000000
CWF-4B,1993-04-01,3765.79,71.486372140000,0.000000000000000000
CWF-4B,1993-05-01,3764.86,72.066003812500,0.000163074166666666
CWF-4B,1993-06-01,3764.56,83.966069710000,0.002446113000000000
CWF-4B,1993-07-01,3763.47,83.501334705000,0.009168605333333330
CWF-4B,1993-08-01,3764.02,78.984973775000,0.134188473083333000
CWF-4B,1993-09-01,3763.39,80.443015600000,0.000000000000000000
CWF-4B,1993-10-01,3760.32,56.768411260000,0.033108724250000000
CWF-4B,1993-11-01,3761.18,53.973285320000,0.000000000000000000
CWF-4B,1993-12-01,3761.45,36.000790800000,0.221342261000000000
CWF-4B,1994-01-01,3761.31,41.968107870000,0.000000000000000000
CWF-4B,1994-03-01,3762.69,56.930618900000,0.000000000000000000
CWF-4B,1994-04-01,3761.68,65.978390230000,0.000000000000000000
CWF-4B,1994-05-01,3763.29,72.975123090000,0.004644615000000000
CWF-4B,1994-06-01,3761.25,86.927838050000,0.000000000000000000
CWF-4B,1994-07-01,3759.24,83.490018410000,0.000290127000000000
CWF-4B,1994-09-01,3759.35,76.482340480000,0.000000000000000000
CWF-4B,1994-10-01,3761.73,65.273851305000,0.000000000000000000
CWF-4B,1994-11-01,3761.84,51.935042570000,0.000000000000000000
CWF-4B,1994-12-01,3758.65,48.259723540000,0.000000000000000000
CWF-4B,1995-01-01,3754.77,47.997536410000,0.004083207000000000
CWF-4B,1995-02-01,3759.60,54.285693680000,0.000000807750000000
CWF-4B,1995-03-01,3761.69,56.327491310000,0.000000000000000000
CWF-4B,1995-04-01,3761.67,60.530690910000,0.000000000000000000
CWF-4B,1995-05-01,3761.93,70.951350580000,0.000000000000000000
CWF-4B,1995-06-01,3760.84,83.479524470000,0.000000000000000000
CWF-4B,1995-07-01,3759.53,84.466570840000,0.000000000000000000
CWF-4B,1995-08-01,3762.06,83.958061290000,0.000464559000000000
CWF-4B,1995-09-01,3763.20,72.513293300000,0.000000000000000000
CWF-4B,1995-10-01,3759.80,62.539387170000,0.000000000000000000
CWF-4B,1995-11-01,3760.51,55.995076600000,0.000000000000000000
CWF-4B,1995-12-01,3759.72,53.003941740000,0.000000000000000000
CWF-4B,1996-01-01,3756.05,44.034956490000,0.000000000000000000
CWF-4B,1996-02-01,3759.33,55.745813790000,0.003251444500000000
CWF-4B,1996-03-01,3760.97,61.479737920000,0.000000000000000000
CWF-4B,1996-04-01,3761.71,66.467303925000,0.000000000000000000
CWF-4B,1996-05-01,3760.01,80.560482542500,0.000000000000000000
CWF-4B,1996-06-01,3760.49,85.723904865000,0.000000000000000000
CWF-4B,1996-07-01,3760.13,85.483751660000,0.000000000000000000
CWF-4B,1996-08-01,3760.84,76.799351990000,0.034025068500000000
CWF-4B,1996-09-01,3760.14,72.991767970000,0.037845683666666600
CWF-4B,1996-11-01,3758.27,54.531056750000,0.000000000000000000
CWF-4B,1996-12-01,3757.21,23.561900010000,0.000000000000000000
CWF-4B,1997-01-01,3758.41,49.919848370000,0.000000000000000000
CWF-4B,1997-02-01,3758.26,44.892849570000,0.000000000000000000
CWF-4B,1997-04-01,3762.06,62.509843010000,0.000000000000000000
CWF-4B,1997-05-01,3759.81,77.730421070000,0.000000000000000000
CWF-4B,1997-06-01,3761.70,78.979823340000,0.000000000000000000
CWF-4B,1997-07-01,3758.91,82.492613020000,0.000000000000000000
CWF-4B,1997-08-01,3762.23,77.467996030000,0.000000000000000000
CWF-4B,1997-09-01,3759.45,78.505908830000,0.166090035000000000
CWF-4B,1997-10-01,3759.16,75.502459810000,0.048650593000000000
CWF-4B,1997-11-01,3759.05,51.496019060000,0.110969978000000000
CWF-4B,1997-12-01,3756.50,40.506401550000,0.000000000000000000
CWF-4B,1998-01-01,3762.67,47.974548485625,0.000000000000000000
CWF-4B,1998-02-01,3762.04,48.662018871250,0.000000112105902778
CWF-4B,1998-03-01,3760.47,57.216025165000,0.000000000000000000
CWF-4B,1998-04-01,3759.77,58.508368640000,0.000000000000000000
CWF-4B,1998-05-01,3759.33,68.999507280000,0.000000000000000000
CWF-4B,1998-07-01,3757.99,82.012310380000,0.002287687000000000
CWF-4B,1998-08-01,3761.51,83.977842830000,0.000000000000000000
CWF-4B,1998-10-01,3758.61,65.000981660000,0.000000000000000000
CWF-4B,1998-11-01,3758.47,53.976364670000,0.000000000000000000
CWF-4B,1998-12-01,3758.42,47.953101110000,0.000000000000000000
CWF-4B,1999-01-01,3757.88,54.429406780000,0.000000000000000000
CWF-4B,1999-03-01,3759.27,61.496235280000,0.000000000000000000
CWF-4B,1999-05-01,3761.94,64.477363650000,0.000000000000000000
CWF-4B,1999-06-01,3757.97,72.513081710000,0.000000000000000000
CWF-4B,1999-07-01,3758.37,83.473431910000,0.000009839000000000
CWF-4B,1999-08-01,3761.34,75.985442470000,0.669103751000000000
CWF-4B,1999-09-01,3758.67,77.985806330000,0.000413002000000000
CWF-4B,1999-10-01,3758.26,65.994165510000,0.000000000000000000
CWF-4B,1999-11-01,3760.03,57.490018410000,0.000000000000000000
CWF-4B,1999-12-01,3759.75,37.488648390000,0.000000000000000000
CWF-4B,2000-01-01,3760.01,55.504787530000,0.000000000000000000
CWF-4B,2000-02-01,3758.41,50.450689770000,0.000000000000000000
CWF-4B,2000-03-01,3760.64,53.531014750000,0.000000000000000000
CWF-4B,2000-04-01,3760.41,65.972919430000,0.000000000000000000
CWF-4B,2000-05-01,3758.99,84.949780600000,0.000000000000000000
CWF-4B,2000-06-01,3759.87,78.988675050000,0.002067978000000000
CWF-4B,2000-07-01,3758.88,87.474393800000,0.000049272000000000
CWF-4B,2000-08-01,3759.49,77.962087200000,0.002718062000000000
CWF-4B,2000-10-01,3758.96,68.232273505000,0.000008205666666667
CWF-4B,2000-11-01,3760.02,45.501474370000,0.000000000000000000
CWF-4B,2000-12-01,3759.50,35.004430680000,0.000000000000000000
CWF-4B,2001-01-01,3759.48,40.987689620000,0.000000000000000000
CWF-4B,2001-02-01,3758.72,54.997043690000,0.000000000000000000
CWF-4B,2001-03-01,3760.71,53.491631360000,0.000000000000000000
CWF-4B,2001-04-01,3758.73,56.960116330000,0.000000000000000000
CWF-4B,2001-05-01,3761.67,73.947317010000,0.000000000000000000
CWF-4B,2001-06-01,3759.28,81.974393800000,0.000000000000000000
CWF-4B,2001-07-01,3760.23,83.010339510000,0.000492340000000000
CWF-4B,2001-08-01,3760.42,77.500000000000,0.490874843000000000
CWF-4B,2001-09-01,3760.78,78.963565350000,0.000000000000000000
CWF-4B,2001-10-01,3761.18,66.992607620000,0.000000000000000000
CWF-4B,2001-11-01,3761.16,58.924667120000,0.000000000000000000
CWF-4B,2001-12-01,3761.43,36.506894270000,0.000000000000000000
CWF-4B,2002-01-01,3761.36,54.488182340000,0.000000000000000000
CWF-4B,2002-02-01,3759.82,50.510828450000,0.000000000000000000
CWF-4B,2002-03-01,3758.17,55.553175710000,0.000000000000000000
CWF-4B,2002-04-01,3761.44,66.960573980000,0.000000000000000000
CWF-4B,2002-05-01,3760.29,72.505416110000,0.000886211000000000
CWF-4B,2002-06-01,3753.42,84.506401550000,0.000000000000000000
CWF-4B,2002-07-01,3761.15,95.342932690000,0.000000000000000000
CWF-4B,2002-08-01,3760.81,78.035941930000,0.000000000000000000
CWF-4B,2002-09-01,3761.87,73.487196900000,0.000000000000000000
CWF-4B,2002-11-01,3760.87,49.014277470000,0.000000000000000000
CWF-4B,2002-12-01,3761.32,49.462087200000,0.000000000000000000
CWF-4B,2003-01-01,3760.04,49.409027490000,0.000000000000000000
CWF-4B,2003-02-01,3761.54,54.045486260000,0.000000000000000000
CWF-4B,2003-03-01,3761.23,52.982273510000,0.000196936000000000
CWF-4B,2003-04-01,3760.91,58.681945030000,0.000000000000000000
CWF-4B,2003-05-01,3759.16,78.953225840000,0.000000000000000000
CWF-4B,2003-06-01,3757.23,78.909027490000,0.000000000000000000
CWF-4B,2003-07-01,3757.49,87.545486260000,0.000000000000000000
CWF-4B,2003-08-01,3759.56,82.772568720000,0.000000000000000000
CWF-4B,2003-09-01,3759.27,75.022157175000,0.000000000000000000
CWF-4B,2003-10-01,3758.41,75.950269540000,0.000000000000000000
CWF-4B,2003-11-01,3758.61,50.982766220000,0.000000000000000000
CWF-4B,2003-12-01,3758.51,48.484244380000,0.000000000000000000
CWF-4B,2004-01-01,3758.57,49.960609050000,0.000000000000000000
CWF-4B,2004-02-01,3756.97,53.003937960000,0.000000000000000000
CWF-4B,2004-03-01,3758.48,60.992613020000,0.000000000000000000
CWF-4B,2004-04-01,3757.99,52.272568720000,0.027270825000000000
CWF-4B,2004-05-01,3753.52,75.977842830000,0.000000000000000000
CWF-4B,2004-06-01,3756.27,80.954513740000,0.000000000000000000
CWF-4B,2004-07-01,3756.51,89.002459810000,0.000078835000000000
CWF-4B,2004-09-01,3758.51,72.007875920000,0.000000000000000000
CWF-4B,2004-10-01,3759.73,69.979317200000,0.000000000000000000
CWF-4B,2004-11-01,3759.53,52.449284100000,0.000000000000000000
CWF-4B,2004-12-01,3759.68,51.445346140000,0.000000000000000000
CWF-4B,2005-01-01,3760.97,40.995076600000,0.000000000000000000
CWF-4B,2005-02-01,3759.55,53.007875920000,0.000019709000000000
CWF-4B,2005-03-01,3758.18,56.436977500000,0.000000000000000000
CWF-4B,2005-04-01,3759.44,65.990149430000,0.000000000000000000
CWF-4B,2005-05-01,3759.64,77.957160030000,0.000000000000000000
CWF-4B,2005-06-01,3758.12,87.468488750000,0.000000000000000000
CWF-4B,2005-07-01,3758.28,78.088624920000,0.000000000000000000
CWF-4B,2005-08-01,3758.89,80.998521850000,0.000571250000000000
CWF-4B,2005-09-01,3760.53,72.909027490000,0.000000000000000000
CWF-4B,2005-10-01,3761.24,74.363541230000,0.127263848000000000
CWF-4B,2005-11-01,3759.58,60.136458770000,0.000000000000000000
CWF-4B,2005-12-01,3761.22,47.500492720000,0.000000000000000000
CWF-4B,2006-01-01,3760.44,51.468484970000,0.000000000000000000
CWF-4B,2006-03-01,3758.77,45.409027490000,0.000000000000000000
CWF-4B,2006-04-01,3758.91,58.090103070000,0.000000000000000000
CWF-4B,2006-05-01,3756.18,81.462087200000,0.000000000000000000
CWF-4B,2006-07-01,3757.67,87.011324950000,0.000000000000000000
CWF-4B,2006-08-01,3760.11,78.966025160000,0.197882826000000000
CWF-4B,2006-09-01,3759.96,76.491627580000,0.000000000000000000
CWF-4B,2006-10-01,3759.36,52.006397770000,0.032924550000000000
CWF-4B,2006-11-01,3759.65,53.451747690000,0.001671307000000000
CWF-4B,2006-12-01,3759.40,45.560562690000,0.000000000000000000
CWF-4B,2007-02-01,3759.12,38.980140720000,0.000000000000000000
CWF-4B,2007-03-01,3758.87,48.500492720000,0.000000000000000000
CWF-4B,2007-04-01,3757.75,58.490530770000,0.000000000000000000
CWF-4B,2007-06-01,3759.35,86.413834890000,0.098760330000000000
CWF-4B,2007-09-01,3758.55,76.433297720000,0.000531908000000000
CWF-4B,2007-10-01,3759.26,60.417656780000,0.000000000000000000
CWF-4B,2007-11-01,3759.07,61.450269540000,0.000000000000000000
CWF-4B,2008-01-01,3758.35,31.997043690000,0.000000000000000000
CWF-4B,2008-02-01,3757.47,52.494505170000,0.000000000000000000
CWF-4B,2008-03-01,3757.76,55.476381640000,0.000000000000000000
CWF-4B,2008-04-01,3753.42,66.436390300000,0.000000000000000000
CWF-4B,2008-05-01,3759.40,73.940422750000,0.000000000000000000
CWF-4B,2008-06-01,3757.66,79.507386980000,0.000000000000000000
CWF-4B,2008-07-01,3758.37,82.031018530000,0.267075298000000000
CWF-4B,2008-08-01,3759.58,81.989167770000,0.000019709000000000
CWF-4B,2008-09-01,3760.80,73.971930220000,0.001182522000000000
CWF-4B,2008-10-01,3760.54,63.972426710000,0.000000000000000000
CWF-4B,2008-11-01,3758.85,50.980795350000,0.000000000000000000
CWF-4B,2008-12-01,3760.21,36.481780790000,0.000787743000000000
CWF-4B,2009-01-01,3758.32,54.473412150000,0.000000000000000000
CWF-4B,2009-02-01,3758.31,46.005416110000,0.000000000000000000
CWF-4B,2009-03-01,3758.76,63.954700220000,0.000000000000000000
CWF-4B,2009-04-01,3758.57,67.405466250000,0.000000000000000000
CWF-4B,2009-05-01,3758.51,78.465532450000,0.000000000000000000
CWF-4B,2009-06-01,3760.37,84.424174400000,0.000000000000000000
CWF-4B,2009-07-01,3757.92,90.445838860000,0.000000000000000000
CWF-4B,2009-09-01,3759.95,79.971433720000,0.168158521000000000
CWF-4B,2009-10-01,3760.47,72.436484780000,0.000098468000000000
CWF-4B,2009-11-01,3758.42,46.475871960000,0.000000000000000000
CWF-4B,2010-02-01,3759.66,46.515259130000,0.000000000000000000
CWF-4B,2010-03-01,3759.44,52.941408180000,0.000000000000000000
CWF-4B,2010-04-01,3758.99,65.501474370000,0.000000000000000000
CWF-4B,2010-05-01,3759.19,78.782370000000,0.000000000000000000
CWF-4B,2010-06-01,3758.64,80.965039730000,0.000000000000000000
CWF-4B,2010-07-01,3758.08,82.533482120000,0.002757102000000000
CWF-4B,2010-08-01,3759.02,85.470948560000,0.044576531000000000
CWF-4B,2010-09-01,3758.63,81.453714780000,0.000000000000000000
CWF-4B,2010-10-01,3759.62,68.487196900000,0.000000000000000000
CWF-4B,2010-12-01,3758.51,48.009846790000,0.000000000000000000
CWF-4B,2011-01-01,3759.60,45.508865140000,0.000000000000000000
CWF-4B,2011-03-01,3756.51,57.945838860000,0.000000000000000000
CWF-4B,2011-04-01,3757.66,62.514281250000,0.000000000000000000
CWF-4B,2011-06-01,3756.33,83.491631360000,0.020000000000000000
CWF-4B,2012-02-01,3755.05,48.447809730000,0.000000000000000000
CWF-4B,2012-06-01,3753.37,88.493598450000,0.000000000000000000
CWF-4B,2013-03-01,3750.96,53.000000000000,0.000000000000000000
CWF-4B,2013-04-01,3747.56,66.000000000000,0.000000000000000000
CWF-4B,2013-05-01,3747.23,71.500000000000,0.000000000000000000
CWF-4B,2013-07-01,3748.92,87.500000000000,0.000000000000000000
CWF-4B,2013-08-01,3749.48,84.000000000000,0.000000000000000000
CWF-4B,2013-09-01,3748.21,71.000000000000,0.410000000000000000
CWF-4B,2013-10-01,3747.74,54.000000000000,0.000000000000000000
CWF-4B,2013-12-01,3748.80,56.000000000000,0.000000000000000000
CWF-4B,2014-01-01,3748.09,40.000000000000,0.000000000000000000
CWF-4B,2014-03-01,3747.57,53.363541230000,0.000000000000000000
CWF-4B,2014-04-01,3744.23,65.272568720000,0.000000000000000000
CWF-4B,2014-05-01,3744.62,74.363541230000,0.000000000000000000
CWF-4B,2014-06-01,3742.80,83.772568720000,0.000000000000000000
CWF-4B,2014-09-01,3747.55,78.818054970000,0.000000000000000000
CWF-4B,2014-10-01,3749.04,62.363541230000,0.000000000000000000
CWF-4B,2014-12-01,3750.46,52.908678670000,0.000000000000000000
LC-1A,1985-01-01,3883.16,33.519635980000,0.000000000000000000
LC-1A,1985-02-01,3882.98,38.724486410000,0.000000000000000000
LC-1A,1985-03-01,3883.40,45.990621900000,0.010907836000000000
LC-1A,1985-04-01,3883.66,47.793833940000,0.000000000000000000
LC-1A,1985-05-01,3883.76,70.775288970000,0.000000000000000000
LC-1A,1985-06-01,3883.76,75.509312070000,0.000000000000000000
LC-1A,1985-07-01,3883.91,84.468135200000,0.000000000000000000
LC-1A,1985-08-01,3884.13,79.429014730000,0.002041539000000000
LC-1A,1985-09-01,3884.10,76.664032480000,0.000000000000000000
LC-1A,1985-10-01,3884.14,60.179543750000,0.000000000000000000
LC-1A,1985-11-01,3883.77,49.528052480000,0.000000000000000000
LC-1A,1985-12-01,3883.55,29.817019240000,0.000000000000000000
LC-1A,1986-01-01,3883.52,40.510707620000,0.000000000000000000
LC-1A,1986-02-01,3883.93,59.097357180000,0.000000000000000000
LC-1A,1986-03-01,3884.34,45.051289740000,0.000000000000000000
LC-1A,1986-04-01,3884.34,69.588002040000,0.000000000000000000
LC-1A,1986-05-01,3884.49,69.563215410000,0.026962887000000000
LC-1A,1986-06-01,3884.56,77.989165510000,0.043969233000000000
LC-1A,1986-07-01,3884.70,76.518087480000,0.008793847000000000
LC-1A,1986-08-01,3884.68,81.330474440000,0.230027113000000000
LC-1A,1986-09-01,3884.67,71.097904110000,0.000000000000000000
LC-1A,1986-10-01,3884.81,58.541364890000,0.000000000000000000
LC-1A,1986-11-01,3884.58,41.034444920000,0.000000000000000000
LC-1A,1986-12-01,3884.52,42.069041510000,0.000000000000000000
LC-1A,1987-01-01,3884.29,45.399178150000,0.000000000000000000
LC-1A,1987-02-01,3884.16,50.437845900000,0.000000000000000000
LC-1A,1987-03-01,3884.37,45.699814860000,0.000000000000000000
LC-1A,1987-04-01,3884.48,53.049375670000,0.000000000000000000
LC-1A,1987-05-01,3884.74,76.383066400000,0.000000000000000000
LC-1A,1987-06-01,3884.48,75.448377240000,0.000000000000000000
LC-1A,1987-07-01,3884.66,79.457814900000,0.146960028000000000
LC-1A,1987-08-01,3884.46,82.570560320000,0.001359604000000000
LC-1A,1987-09-01,3884.27,74.620564270000,0.000000000000000000
LC-1A,1987-10-01,3884.16,63.491241200000,0.000000000000000000
LC-1A,1987-11-01,3883.87,47.519636720000,0.000000000000000000
LC-1A,1987-12-01,3883.73,43.937369760000,0.000000000000000000
LC-1A,1988-10-01,3884.17,71.376663680000,0.002488546000000000
LC-1A,1988-11-01,3883.87,55.064398520000,0.000000000000000000
LC-1A,1988-12-01,3883.75,44.839698200000,0.000000000000000000
LC-1A,1989-01-01,3883.62,35.874903960000,0.000000000000000000
LC-1A,1989-02-01,3883.56,49.047951640000,0.000000000000000000
LC-1A,1989-03-01,3884.26,60.016054290000,0.000000000000000000
LC-1A,1989-04-01,3884.19,67.577236510000,0.000000000000000000
LC-1A,1989-05-01,3884.14,74.548344230000,0.000000000000000000
LC-1A,1989-06-01,3884.28,73.072379610000,0.000000000000000000
LC-1A,1989-07-01,3884.29,89.987830730000,0.000000000000000000
LC-1A,1989-08-01,3884.31,78.511866110000,0.000000000000000000
LC-1A,1989-09-01,3884.15,69.523640120000,0.281403090000000000
LC-1A,1989-10-01,3883.53,70.365921120000,0.000000000000000000
LC-1A,1989-11-01,3883.46,49.030985030000,0.000000000000000000
LC-1A,1989-12-01,3883.35,41.537387750000,0.000000000000000000
LC-1A,1990-01-01,3883.25,35.022549120000,0.000000000000000000
LC-1A,1990-02-01,3883.14,42.507404470000,0.000000000000000000
LC-1A,1990-03-01,3883.71,41.562760590000,0.000000000000000000
LC-1A,1990-04-01,3883.93,61.318242940000,0.080369542000000000
LC-1A,1990-05-01,3883.97,51.295439320000,0.047367343000000000
LC-1A,1990-06-01,3883.93,85.980697050000,0.000000000000000000
LC-1A,1990-07-01,3884.06,80.997845010000,0.002080491000000000
LC-1A,1990-08-01,3884.13,80.908043980000,0.000000000000000000
LC-1A,1990-09-01,3884.14,79.924068390000,0.000000000000000000
LC-1A,1990-10-01,3883.77,62.528101760000,0.000000000000000000
LC-1A,1990-11-01,3883.44,52.464491090000,0.000000000000000000
LC-1A,1990-12-01,3883.25,39.394326030000,0.000000000000000000
LC-1A,1991-01-01,3883.14,43.857179190000,0.000000000000000000
LC-1A,1991-02-01,3883.01,48.863037840000,0.000000000000000000
LC-1A,1991-03-01,3883.51,50.392625860000,0.000000000000000000
LC-1A,1991-04-01,3883.70,54.178841430000,0.000000000000000000
LC-1A,1991-05-01,3883.74,70.526339360000,0.000000000000000000
LC-1A,1991-06-01,3883.87,84.436207970000,0.025991679000000000
LC-1A,1991-07-01,3884.10,73.370959370000,0.152844193000000000
LC-1A,1991-08-01,3884.10,77.071288610000,0.202258471000000000
LC-1A,1991-09-01,3884.05,61.726224490000,0.581084338000000000
LC-1A,1991-10-01,3883.85,71.527251680000,0.000000000000000000
LC-1A,1991-11-01,3883.43,56.212693440000,0.000000000000000000
LC-1A,1991-12-01,3883.31,43.777273310000,0.061556926000000000
LC-1A,1992-01-01,3883.45,35.567130120000,0.169010416000000000
LC-1A,1992-02-01,3883.38,47.349412000000,0.000000000000000000
LC-1A,1992-03-01,3883.89,56.527595040000,0.000000000000000000
LC-1A,1992-04-01,3883.99,62.050954030000,0.000000000000000000
LC-1A,1992-05-01,3884.09,71.511774000000,0.006842173000000000
LC-1A,1992-06-01,3884.02,71.539967880000,0.000000000000000000
LC-1A,1992-07-01,3883.86,83.375540130000,0.000000000000000000
LC-1A,1992-08-01,3884.07,79.978907450000,0.000000000000000000
LC-1A,1992-09-01,3884.01,77.410927250000,0.000000000000000000
LC-1A,1992-10-01,3883.94,66.908317440000,0.000000000000000000
LC-1A,1992-11-01,3883.50,46.560058670000,0.000000000000000000
LC-1A,1992-12-01,3883.42,35.620339670000,0.044715471000000000
LC-1A,1993-01-01,3883.40,45.528951840000,0.002505341000000000
LC-1A,1993-02-01,3883.44,43.105641420000,0.000000000000000000
LC-1A,1993-03-01,3883.92,54.106640500000,0.000158549000000000
LC-1A,1993-04-01,3884.12,57.600362250000,0.000000000000000000
LC-1A,1993-05-01,3884.09,73.531258500000,0.004175568000000000
LC-1A,1993-06-01,3884.06,66.531986780000,0.000000000000000000
LC-1A,1993-07-01,3884.01,82.540241340000,0.000000000000000000
LC-1A,1993-08-01,3884.08,76.951533980000,0.088143308000000000
