,id,date,wl,precip,mean_temp
45,CWF-1A,1990-09-01,3768.17,0.006094169,71.33198532
46,CWF-1A,1990-10-01,3767.48,0.0,66.46233988
47,CWF-1A,1990-11-01,3766.86,0.0,58.98227833
48,CWF-1A,1990-12-01,3766.62,0.0,28.98457172
49,CWF-1A,1991-01-01,3766.58,0.000283233,39.95140628
51,CWF-1A,1991-02-01,3766.645,0.0,52.692703910000006
52,CWF-1A,1991-03-01,3768.56,0.0,53.51824952
53,CWF-1A,1991-04-01,3767.73,0.0,64.95944897
54,CWF-1A,1991-05-01,3768.28,0.000380965,81.95418158
55,CWF-1A,1991-06-01,3768.75,0.0,92.4112173
56,CWF-1A,1991-07-01,3768.67,0.039087498,84.94722055
57,CWF-1A,1991-08-01,3769.75,7.8576e-05,75.9842836
58,CWF-1A,1991-09-01,3768.78,1.5835e-05,54.99586878
59,CWF-1A,1991-10-01,3767.63,0.0,68.97913771
60,CWF-1A,1991-11-01,3766.89,0.0,47.94128194
61,CWF-1A,1991-12-01,3766.78,0.0,45.00575094
63,CWF-1A,1992-01-01,3767.27,0.0,35.51025277
64,CWF-1A,1992-02-01,3766.95,0.0,46.46162086
65,CWF-1A,1992-03-01,3768.5,0.0,53.46808772
66,CWF-1A,1992-04-01,3768.7,0.0,60.43556838
67,CWF-1A,1992-05-01,3768.74,0.000761931,71.00687854
68,CWF-1A,1992-06-01,3769.19,3.1671e-05,79.97990939
69,CWF-1A,1992-07-01,3768.75,0.0,80.4905189
70,CWF-1A,1992-08-01,3768.94,0.0,76.98342307
71,CWF-1A,1992-09-01,3768.39,0.456271292,76.9789866
72,CWF-1A,1992-10-01,3768.28,0.0,69.45124659
73,CWF-1A,1992-11-01,3767.57,0.0,54.99248598
74,CWF-1A,1992-12-01,3767.29,0.0,35.48841542
76,CWF-1A,1993-01-01,3767.5200000000004,1.3095916666666666e-05,45.22303167
77,CWF-1A,1993-02-01,3768.18,0.176117388,58.4758321
78,CWF-1A,1993-03-01,3768.9,0.0,59.50530394
79,CWF-1A,1993-04-01,3769.17,0.0,71.48893543
80,CWF-1A,1993-05-01,3768.73,0.0,74.97113933
81,CWF-1A,1993-06-01,3769.07,0.001934002,83.97247929
82,CWF-1A,1993-07-01,3769.57,0.10797525,79.01684318
83,CWF-1A,1993-08-01,3769.43,1.61425937,76.5049862
84,CWF-1A,1993-09-01,3768.08,0.0,80.45378135
85,CWF-1A,1993-10-01,3767.44,0.397776422,59.01644131
86,CWF-1A,1993-11-01,3767.06,0.0,53.97832785
87,CWF-1A,1993-12-01,3766.78,0.221078915,36.00064324
88,CWF-1A,1994-01-01,3766.91,0.0,41.97412108
89,CWF-1A,1994-03-01,3767.82,0.0,56.94373257
90,CWF-1A,1994-04-01,3767.87,0.0,65.98243639
91,CWF-1A,1994-05-01,3768.34,0.003714507,72.97985733
92,CWF-1A,1994-06-01,3769.78,0.0,86.94144693
93,CWF-1A,1994-07-01,3768.58,0.000235727,83.49188012
94,CWF-1A,1994-09-01,3768.6,0.0,76.48562213
95,CWF-1A,1994-10-01,3767.54,0.0,68.52673145
96,CWF-1A,1994-11-01,3766.99,0.0,52.95932747
97,CWF-1A,1994-12-01,3766.72,0.0,49.50257988
98,CWF-1A,1995-02-01,3766.77,0.0,52.04544376
99,CWF-1A,1995-03-01,3768.09,0.0,56.3283476
100,CWF-1A,1995-04-01,3767.47,0.0,60.5332442
101,CWF-1A,1995-05-01,3768.93,0.0,70.96057739
102,CWF-1A,1995-06-01,3769.47,0.0,83.48339818
103,CWF-1A,1995-07-01,3769.13,0.0,84.47291098
104,CWF-1A,1995-08-01,3769.24,0.0,81.49088177
105,CWF-1A,1995-09-01,3768.6,0.0,72.51077532
106,CWF-1A,1995-10-01,3767.88,0.0,62.5318818
107,CWF-1A,1995-11-01,3766.9,0.0,55.99601477
108,CWF-1A,1995-12-01,3766.71,0.0,53.00321256
109,CWF-1A,1996-01-01,3766.3,0.0,46.01115254
110,CWF-1A,1996-02-01,3766.67,0.0,56.48962013
111,CWF-1A,1996-03-01,3768.19,0.0,61.483642
112,CWF-1A,1996-04-01,3767.72,0.0,64.48365753
113,CWF-1A,1996-05-01,3767.63,0.0,86.41374512
114,CWF-1A,1996-06-01,3768.34,0.0,85.97568708
115,CWF-1A,1996-07-01,3768.12,0.0,83.97009557
116,CWF-1A,1996-08-01,3767.93,0.0,81.49963713
117,CWF-1A,1996-09-01,3767.96,0.0,70.98014463
118,CWF-1A,1996-10-01,3767.48,0.0,70.98786265
119,CWF-1A,1996-11-01,3766.53,0.0,54.52515931
120,CWF-1A,1996-12-01,3766.07,0.0,23.55019875
121,CWF-1A,1997-01-01,3765.9,0.0,49.93504664
122,CWF-1A,1997-02-01,3766.68,0.0,44.91310963
123,CWF-1A,1997-04-01,3767.63,0.0,62.50793998
124,CWF-1A,1997-05-01,3767.91,0.0,75.98955017
125,CWF-1A,1997-06-01,3768.91,0.0,78.98364037
126,CWF-1A,1997-07-01,3768.79,0.0,82.49400692
127,CWF-1A,1997-08-01,3768.66,0.04922275,77.01634247
128,CWF-1A,1997-09-01,3768.27,0.166883817,78.50478837
129,CWF-1A,1997-10-01,3767.52,0.048921497,75.50197738
130,CWF-1A,1997-11-01,3766.58,0.110764746,51.49676163
131,CWF-1A,1997-12-01,3766.31,0.0,40.50518994
136,CWF-1A,1998-01-01,3766.753125,0.0,47.979371461875004
139,CWF-1A,1998-02-01,3766.8625,1.0927152777777776e-06,43.859630977500004
141,CWF-1A,1998-03-01,3767.67,0.0,57.22247452
142,CWF-1A,1998-04-01,3767.42,0.0,58.50676574
143,CWF-1A,1998-05-01,3767.17,0.0,68.99959843
144,CWF-1A,1998-07-01,3768.49,0.0,84.49162798
145,CWF-1A,1998-08-01,3768.54,0.0,83.98205125
146,CWF-1A,1998-10-01,3767.3,0.0,65.00077267
147,CWF-1A,1998-11-01,3766.62,0.0,53.98084654
148,CWF-1A,1998-12-01,3766.3,0.0,47.96190735
149,CWF-1A,1999-01-01,3766.06,0.0,54.44283328
151,CWF-1A,1999-03-01,3767.38,0.0,61.496912255
152,CWF-1A,1999-05-01,3767.93,0.0,64.4816351
153,CWF-1A,1999-06-01,3768.55,0.0,72.5106087
154,CWF-1A,1999-07-01,3768.83,8.021e-06,83.47845711
155,CWF-1A,1999-08-01,3769.36,0.6692699,75.98818814
156,CWF-1A,1999-09-01,3768.46,0.000335059,77.98846769
157,CWF-1A,1999-10-01,3767.31,0.0,65.99525517
158,CWF-1A,1999-11-01,3766.72,0.0,57.49188012
159,CWF-1A,1999-12-01,3766.49,0.0,37.49076027
160,CWF-1A,2000-01-01,3766.4,0.0,55.5038586
161,CWF-1A,2000-02-01,3766.66,0.0,50.46000889
162,CWF-1A,2000-03-01,3768.02,0.0,53.52508559
163,CWF-1A,2000-04-01,3767.51,0.0,68.50197738
164,CWF-1A,2000-05-01,3767.56,0.0,84.95934461
165,CWF-1A,2000-06-01,3768.41,0.001675014,78.99082484
166,CWF-1A,2000-07-01,3768.42,4.0157e-05,87.47924026
167,CWF-1A,2000-08-01,3768.4,0.002202648,77.96929243
169,CWF-1A,2000-10-01,3767.215,6.642083333333333e-06,68.235634905
170,CWF-1A,2000-11-01,3766.6,0.0,45.50117424
171,CWF-1A,2000-12-01,3766.35,0.0,35.00358366
172,CWF-1A,2001-01-01,3766.12,0.0,40.9900217
173,CWF-1A,2001-02-01,3766.65,0.0,54.99759058
174,CWF-1A,2001-03-01,3767.99,0.0,53.49323426
175,CWF-1A,2001-04-01,3767.88,0.0,56.96768615
176,CWF-1A,2001-05-01,3768.05,0.0,73.95733676
177,CWF-1A,2001-06-01,3768.45,0.0,81.97924026
178,CWF-1A,2001-07-01,3768.46,0.000398523,83.00837202
179,CWF-1A,2001-08-01,3768.6,0.490568063,77.5
180,CWF-1A,2001-09-01,3767.88,0.0,78.97049714
182,CWF-1A,2001-10-01,3767.385,0.0,66.99401736
183,CWF-1A,2001-11-01,3766.75,0.0,50.46929243
184,CWF-1A,2001-12-01,3766.36,0.0,36.50559151
185,CWF-1A,2002-01-01,3766.21,0.0,54.49042327
186,CWF-1A,2002-02-01,3765.86,0.0,50.50874312
187,CWF-1A,2002-03-01,3768.02,0.0,57.95693519
188,CWF-1A,2002-04-01,3767.5,0.0,66.96809257
189,CWF-1A,2002-05-01,3767.91,0.000717341,72.5043868
190,CWF-1A,2002-06-01,3768.18,0.0,84.50518994
191,CWF-1A,2002-07-01,3768.78,0.0,95.37278294
192,CWF-1A,2002-08-01,3768.47,0.0,78.02910129
193,CWF-1A,2002-09-01,3767.51,0.0,72.98643804
194,CWF-1A,2002-10-01,3767.46,0.0,70.45422969
195,CWF-1A,2002-11-01,3766.86,0.0,49.02910129
196,CWF-1A,2002-12-01,3766.63,0.0,49.46929243
197,CWF-1A,2003-01-01,3766.28,0.0,49.40845938
198,CWF-1A,2003-02-01,3766.28,0.0,54.04577031
199,CWF-1A,2003-03-01,3766.12,0.000159409,52.9856349
200,CWF-1A,2003-04-01,3766.46,0.0,58.68308125
202,CWF-1A,2003-05-01,3766.675,0.0,81.211121195
203,CWF-1A,2003-06-01,3767.2,0.0,78.90845938
204,CWF-1A,2003-07-01,3767.42,0.0,87.54577031
205,CWF-1A,2003-08-01,3768.4,0.0,82.77114844
207,CWF-1A,2003-09-01,3767.34,0.0,79.48185046
208,CWF-1A,2003-10-01,3766.08,0.0,75.9597157
209,CWF-1A,2003-11-01,3765.32,0.0,50.98603647
210,CWF-1A,2003-12-01,3764.73,0.0,48.48724118
211,CWF-1A,2004-01-01,3763.89,0.0,49.96808772
213,CWF-1A,2004-02-01,3762.1549999999997,0.0,52.982839155
214,CWF-1A,2004-03-01,3761.38,0.0,60.99400692
215,CWF-1A,2004-04-01,3766.86,0.027253781,52.27114844
216,CWF-1A,2004-05-01,3761.94,0.0,75.98205125
217,CWF-1A,2004-06-01,3767.27,0.0,80.95422969
218,CWF-1A,2004-07-01,3768.15,6.4251e-05,89.00197738
219,CWF-1A,2004-09-01,3767.97,0.0,72.99959843
220,CWF-1A,2004-10-01,3766.74,0.0,69.98322548
221,CWF-1A,2004-11-01,3765.41,0.0,52.45891256
222,CWF-1A,2004-12-01,3764.99,0.0,51.45573048
223,CWF-1A,2005-01-01,3765.02,0.0,40.99601477
224,CWF-1A,2005-02-01,3764.72,1.6063e-05,53.00636417
225,CWF-1A,2005-03-01,3767.12,0.0,56.44896474
226,CWF-1A,2005-04-01,3767.63,0.0,65.99199908
227,CWF-1A,2005-05-01,3768.2,0.0,77.96527673
228,CWF-1A,2005-06-01,3768.77,0.0,87.47448237
229,CWF-1A,2005-07-01,3768.73,0.0,78.07176453
230,CWF-1A,2005-08-01,3768.5,0.000239114,82.47327766
231,CWF-1A,2005-09-01,3768.97,0.0,72.90845938
232,CWF-1A,2005-10-01,3767.92,0.127184313,74.36268906
233,CWF-1A,2005-11-01,3766.8,0.0,60.13731094
234,CWF-1A,2005-12-01,3766.19,0.0,47.50040157
235,CWF-1A,2006-01-01,3765.79,0.0,51.47445189
237,CWF-1A,2006-02-01,3765.6499999999996,0.0,54.521918735
238,CWF-1A,2006-03-01,3766.85,0.0,45.40845938
239,CWF-1A,2006-04-01,3767.54,0.0,58.07296924
240,CWF-1A,2006-05-01,3767.15,0.0,81.46929243
241,CWF-1A,2006-07-01,3767.9,0.0,87.00917516
242,CWF-1A,2006-08-01,3768.88,0.198285439,78.97247452
243,CWF-1A,2006-09-01,3767.57,0.0,76.49320379
244,CWF-1A,2006-10-01,3767.12,0.03236765,52.00515946
245,CWF-1A,2006-11-01,3766.36,0.001353233,53.46092041
246,CWF-1A,2006-12-01,3766.12,0.0,45.54905789
249,CWF-1A,2007-02-01,3765.795,0.0,48.5050619025
250,CWF-1A,2007-03-01,3767.95,0.0,48.50040157
251,CWF-1A,2007-04-01,3767.36,0.0,58.49224216
252,CWF-1A,2007-06-01,3768.53,0.098995122,86.43021285
253,CWF-1A,2007-09-01,3768.41,0.000431867,76.44596533
254,CWF-1A,2007-10-01,3767.34,0.0,60.4332901
255,CWF-1A,2007-11-01,3766.4,0.0,61.4597157
256,CWF-1A,2008-01-01,3765.57,0.0,31.99759058
258,CWF-1A,2008-02-01,3765.605,0.0,52.962079195
259,CWF-1A,2008-03-01,3767.02,0.0,55.48091018
260,CWF-1A,2008-04-01,3767.81,0.0,66.44839328
261,CWF-1A,2008-05-01,3767.88,0.0,73.95174525
262,CWF-1A,2008-06-01,3768.33,0.0,79.50599308
263,CWF-1A,2008-07-01,3768.6,0.267631131,82.02511606
264,CWF-1A,2008-08-01,3768.09,1.6063e-05,81.99122641
265,CWF-1A,2008-09-01,3767.94,0.000963768,73.97723241
266,CWF-1A,2008-10-01,3767.73,0.0,63.97766445
267,CWF-1A,2008-11-01,3766.67,0.0,50.98443019
268,CWF-1A,2008-12-01,3766.37,0.000637636,36.48523333
269,CWF-1A,2009-01-01,3766.11,0.0,54.47846759
270,CWF-1A,2009-02-01,3765.87,0.0,46.0043868
271,CWF-1A,2009-03-01,3767.79,0.0,63.96329936
272,CWF-1A,2009-04-01,3767.87,0.0,67.42344711
273,CWF-1A,2009-05-01,3768.13,0.0,78.47207295
274,CWF-1A,2009-06-01,3768.6,0.0,84.43858487
275,CWF-1A,2009-07-01,3768.88,0.0,90.45613205
276,CWF-1A,2009-09-01,3768.42,0.16850849,79.97680037
277,CWF-1A,2009-10-01,3767.58,7.9705e-05,72.44856317
278,CWF-1A,2009-11-01,3765.74,0.0,46.48044497
279,CWF-1A,2010-02-01,3765.32,0.0,46.51232677
280,CWF-1A,2010-03-01,3767.22,0.0,52.95254839
281,CWF-1A,2010-04-01,3768.08,0.0,65.50117424
282,CWF-1A,2010-05-01,3767.76,0.0,78.82372505
283,CWF-1A,2010-06-01,3767.93,0.0,80.97167138
284,CWF-1A,2010-07-01,3768.7,0.0,85.50358366
285,CWF-1A,2010-08-01,3768.78,0.044854906,85.47645974
286,CWF-1A,2010-09-01,3768.16,0.0,81.46249622
287,CWF-1A,2010-10-01,3766.88,0.0,68.48962013
288,CWF-1A,2010-11-01,3765.49,0.0,48.5103494
289,CWF-1A,2010-12-01,3765.13,0.0,48.00797045
290,CWF-1A,2011-01-01,3764.42,0.0,45.50719778
291,CWF-1A,2011-03-01,3766.81,0.0,57.95613205
292,CWF-1A,2011-04-01,3767.49,0.0,62.51158458
293,CWF-1A,2011-06-01,3767.78,0.02,83.49323426
294,CWF-1A,2012-02-01,3755.58,0.0,48.45773833
295,CWF-1A,2012-06-01,3765.68,0.0,88.49481006
296,CWF-1A,2013-03-01,3752.42,0.0,53.0
297,CWF-1A,2013-04-01,3750.57,0.0,66.0
299,CWF-1A,2013-05-01,3749.2799999999997,0.0,71.5
300,CWF-1A,2013-07-01,3768.0,0.0,86.5
301,CWF-1A,2013-08-01,3763.15,0.0,84.0
302,CWF-1A,2013-09-01,3756.48,0.41,71.0
303,CWF-1A,2013-10-01,3752.2,0.0,54.0
304,CWF-1A,2013-12-01,3750.28,0.0,56.0
305,CWF-1A,2014-01-01,3748.27,0.0,40.0
306,CWF-1A,2014-03-01,3747.02,0.0,53.36268906
307,CWF-1A,2014-04-01,3746.28,0.0,65.27114844
308,CWF-1A,2014-05-01,3744.98,0.0,74.36268906
309,CWF-1A,2014-06-01,3760.48,0.0,83.77114844
310,CWF-1A,2014-09-01,3761.91,0.0,78.81691875
311,CWF-1A,2014-10-01,3754.95,0.0,62.36268906
312,CWF-1A,2014-12-01,3752.23,0.0,52.90498594
314,CWF-1B,1985-02-01,3759.26,0.0,48.492062364999995
315,CWF-1B,1985-03-01,3758.5,0.0,44.5139915
316,CWF-1B,1985-04-01,3760.46,0.0,71.8342334
317,CWF-1B,1985-05-01,3758.38,0.0,73.95742901
318,CWF-1B,1985-06-01,3757.84,0.0,75.01209098
319,CWF-1B,1985-07-01,3757.12,0.0,85.43416816
321,CWF-1B,1985-11-01,3759.715,0.0,50.50108641
322,CWF-1B,1985-12-01,3760.21,0.0,38.01832671
323,CWF-1B,1986-01-01,3762.03,0.0,49.38026799
324,CWF-1B,1986-02-01,3760.32,0.0,63.88444602
325,CWF-1B,1986-03-01,3760.12,0.0,45.00602355
326,CWF-1B,1986-04-01,3758.67,0.0,67.01560265
327,CWF-1B,1986-06-01,3760.78,0.048875207,74.48343637
328,CWF-1B,1986-07-01,3762.25,0.195516664,77.99223605
329,CWF-1B,1986-08-01,3760.16,0.001492937,76.96555583
330,CWF-1B,1986-09-01,3761.86,0.0,75.49558066
331,CWF-1B,1986-10-01,3760.94,0.0,66.49542873
333,CWF-1B,1986-11-01,3760.83,0.0,45.467020274999996
334,CWF-1B,1987-01-01,3761.7,0.0,44.51800816
335,CWF-1B,1987-12-01,3759.02,0.0,41.50716731
336,CWF-1B,1988-12-01,3760.46,0.0,40.50634129
337,CWF-1B,1989-01-01,3759.27,0.0,47.48906499
338,CWF-1B,1989-02-01,3759.91,0.0,50.49083583
339,CWF-1B,1989-03-01,3758.65,0.000128647,68.40288648
340,CWF-1B,1989-04-01,3756.86,0.0,75.48903537
341,CWF-1B,1989-05-01,3758.07,0.0,76.47998576
342,CWF-1B,1989-06-01,3756.02,0.0,86.49220479
343,CWF-1B,1989-07-01,3757.13,0.000158659,82.99393132
344,CWF-1B,1989-08-01,3759.25,0.000157151,76.5010061
345,CWF-1B,1989-09-01,3760.5,0.000257867,78.48208128
346,CWF-1B,1989-10-01,3753.55,0.0,50.00040105
347,CWF-1B,1989-11-01,3753.55,0.0,52.03251527
348,CWF-1B,1989-12-01,3754.85,0.0,44.49875865
349,CWF-1B,1990-01-01,3758.3,0.000205127,39.51729018
350,CWF-1B,1990-02-01,3758.9,0.0,42.02221551
351,CWF-1B,1990-03-01,3760.95,0.0,55.52447789
352,CWF-1B,1990-04-01,3759.15,0.0,62.55330037
353,CWF-1B,1990-05-01,3758.48,0.0,78.93742171
354,CWF-1B,1990-06-01,3757.6,0.0,86.01066238
355,CWF-1B,1990-07-01,3760.12,0.000780296,81.97459688
356,CWF-1B,1990-08-01,3758.98,0.0,80.98987485
357,CWF-1B,1990-09-01,3761.73,0.006094169,71.33198532
358,CWF-1B,1990-10-01,3753.63,0.0,66.46233988
359,CWF-1B,1990-11-01,3749.84,0.0,58.98227833
360,CWF-1B,1990-12-01,3752.4,0.0,28.98457172
361,CWF-1B,1991-01-01,3755.25,0.000283233,39.95140628
363,CWF-1B,1991-02-01,3759.935,0.0,52.692703910000006
364,CWF-1B,1991-03-01,3762.31,0.0,53.51824952
365,CWF-1B,1991-04-01,3757.52,0.0,64.95944897
366,CWF-1B,1991-05-01,3755.69,0.000380965,81.95418158
367,CWF-1B,1991-06-01,3755.04,0.0,92.4112173
368,CWF-1B,1991-07-01,3756.63,0.039087498,84.94722055
369,CWF-1B,1991-08-01,3758.2,7.8576e-05,75.9842836
370,CWF-1B,1991-09-01,3759.48,1.5835e-05,54.99586878
371,CWF-1B,1991-10-01,3756.16,0.0,68.97913771
372,CWF-1B,1991-11-01,3752.11,0.0,47.94128194
373,CWF-1B,1991-12-01,3757.61,0.0,45.00575094
375,CWF-1B,1992-01-01,3757.8500000000004,0.0,35.51025277
376,CWF-1B,1992-02-01,3754.02,0.0,46.46162086
377,CWF-1B,1992-03-01,3763.73,0.0,53.46808772
378,CWF-1B,1992-04-01,3762.62,0.0,60.43556838
379,CWF-1B,1992-05-01,3758.77,0.000761931,71.00687854
380,CWF-1B,1992-06-01,3758.63,3.1671e-05,79.97990939
381,CWF-1B,1992-07-01,3753.6,0.0,80.4905189
382,CWF-1B,1992-08-01,3757.04,0.0,76.98342307
383,CWF-1B,1992-09-01,3761.61,0.456271292,76.9789866
384,CWF-1B,1992-10-01,3762.49,0.0,69.45124659
385,CWF-1B,1992-11-01,3761.45,0.0,54.99248598
386,CWF-1B,1992-12-01,3760.56,0.0,35.48841542
388,CWF-1B,1993-01-01,3759.015,1.3095916666666666e-05,45.22303167
389,CWF-1B,1993-02-01,3761.66,0.176117388,58.4758321
390,CWF-1B,1993-03-01,3763.82,0.0,59.50530394
391,CWF-1B,1993-04-01,3762.16,0.0,71.48893543
392,CWF-1B,1993-05-01,3761.26,0.0,74.97113933
393,CWF-1B,1993-06-01,3759.41,0.001934002,83.97247929
394,CWF-1B,1993-07-01,3761.47,0.10797525,79.01684318
395,CWF-1B,1993-08-01,3759.62,1.61425937,76.5049862
396,CWF-1B,1993-09-01,3757.81,0.0,80.45378135
397,CWF-1B,1993-10-01,3753.18,0.397776422,59.01644131
398,CWF-1B,1993-11-01,3753.11,0.0,53.97832785
399,CWF-1B,1993-12-01,3757.45,0.221078915,36.00064324
400,CWF-1B,1994-01-01,3757.46,0.0,41.97412108
401,CWF-1B,1994-03-01,3755.3,0.0,56.94373257
402,CWF-1B,1994-04-01,3754.75,0.0,65.98243639
403,CWF-1B,1994-05-01,3756.03,0.003714507,72.97985733
404,CWF-1B,1994-06-01,3752.93,0.0,86.94144693
405,CWF-1B,1994-07-01,3748.14,0.000235727,83.49188012
406,CWF-1B,1994-09-01,3748.72,0.0,76.48562213
408,CWF-1B,1994-10-01,3755.035,0.0,65.26925603000001
410,CWF-1B,1994-11-01,3758.3,0.0,51.947311615000004
412,CWF-1B,1994-12-01,3757.44,0.0,48.25786167
413,CWF-1B,1995-01-01,3757.36,0.003227435,47.99799215
415,CWF-1B,1995-02-01,3751.825,6.606666666666666e-07,54.278885265
416,CWF-1B,1995-03-01,3755.09,0.0,56.3283476
417,CWF-1B,1995-04-01,3755.92,0.0,60.5332442
418,CWF-1B,1995-05-01,3754.51,0.0,70.96057739
419,CWF-1B,1995-06-01,3753.93,0.0,83.48339818
420,CWF-1B,1995-07-01,3749.97,0.0,84.47291098
421,CWF-1B,1995-08-01,3759.26,0.0,81.49088177
422,CWF-1B,1995-09-01,3759.45,0.0,72.51077532
423,CWF-1B,1995-10-01,3753.18,0.0,62.5318818
424,CWF-1B,1995-11-01,3753.31,0.0,55.99601477
425,CWF-1B,1995-12-01,3753.94,0.0,53.00321256
426,CWF-1B,1996-01-01,3752.2,0.0,46.01115254
427,CWF-1B,1996-02-01,3753.14,0.0,56.48962013
428,CWF-1B,1996-03-01,3757.2,0.0,61.483642
429,CWF-1B,1996-04-01,3755.51,0.0,64.48365753
430,CWF-1B,1996-05-01,3753.49,0.0,86.41374512
431,CWF-1B,1996-06-01,3748.68,0.0,85.97568708
432,CWF-1B,1996-07-01,3754.45,0.0,83.97009557
433,CWF-1B,1996-08-01,3748.83,0.0,81.49963713
434,CWF-1B,1996-09-01,3754.78,0.0,70.98014463
435,CWF-1B,1996-10-01,3750.88,0.0,70.98786265
436,CWF-1B,1996-11-01,3750.89,0.0,54.52515931
437,CWF-1B,1996-12-01,3748.9,0.0,23.55019875
438,CWF-1B,1997-01-01,3754.42,0.0,49.93504664
439,CWF-1B,1997-02-01,3749.91,0.0,44.91310963
440,CWF-1B,1997-04-01,3757.24,0.0,62.50793998
441,CWF-1B,1997-05-01,3751.75,0.0,75.98955017
442,CWF-1B,1997-06-01,3756.34,0.0,78.98364037
443,CWF-1B,1997-07-01,3749.96,0.0,82.49400692
444,CWF-1B,1997-08-01,3755.42,0.04922275,77.01634247
445,CWF-1B,1997-09-01,3750.36,0.166883817,78.50478837
446,CWF-1B,1997-10-01,3750.65,0.048921497,75.50197738
447,CWF-1B,1997-11-01,3750.68,0.110764746,51.49676163
448,CWF-1B,1997-12-01,3756.93,0.0,40.50518994
453,CWF-1B,1998-01-01,3759.728125,0.0,47.979371461875004
456,CWF-1B,1998-02-01,3759.5125,1.0927152777777776e-06,43.859630977500004
458,CWF-1B,1998-03-01,3756.03,0.0,57.22247452
459,CWF-1B,1998-04-01,3754.46,0.0,58.50676574
460,CWF-1B,1998-05-01,3750.47,0.0,68.99959843
461,CWF-1B,1998-07-01,3749.28,0.0,84.49162798
462,CWF-1B,1998-08-01,3756.19,0.0,83.98205125
463,CWF-1B,1998-10-01,3750.17,0.0,65.00077267
464,CWF-1B,1998-11-01,3751.74,0.0,53.98084654
465,CWF-1B,1998-12-01,3751.86,0.0,47.96190735
466,CWF-1B,1999-01-01,3752.12,0.0,54.44283328
468,CWF-1B,1999-03-01,3756.2200000000003,0.0,61.496912255
469,CWF-1B,1999-05-01,3759.61,0.0,64.4816351
470,CWF-1B,1999-06-01,3751.78,0.0,72.5106087
471,CWF-1B,1999-07-01,3751.2,8.021e-06,83.47845711
472,CWF-1B,1999-08-01,3758.2,0.6692699,75.98818814
473,CWF-1B,1999-09-01,3752.62,0.000335059,77.98846769
474,CWF-1B,1999-10-01,3750.0,0.0,65.99525517
475,CWF-1B,1999-11-01,3753.31,0.0,57.49188012
476,CWF-1B,1999-12-01,3753.72,0.0,37.49076027
477,CWF-1B,2000-01-01,3757.54,0.0,55.5038586
478,CWF-1B,2000-02-01,3752.05,0.0,50.46000889
479,CWF-1B,2000-03-01,3757.79,0.0,53.52508559
480,CWF-1B,2000-04-01,3754.51,0.0,68.50197738
481,CWF-1B,2000-05-01,3749.97,0.0,84.95934461
482,CWF-1B,2000-06-01,3754.82,0.001675014,78.99082484
483,CWF-1B,2000-07-01,3750.34,4.0157e-05,87.47924026
